geoName,Home,year
North Dakota,85,2012-08-31
Ohio,51,2012-08-31
Oklahoma,66,2012-08-31
Oregon,73,2012-08-31
Pennsylvania,51,2012-08-31
Rhode Island,52,2012-08-31
South Carolina,63,2012-08-31
South Dakota,51,2012-08-31
Tennessee,60,2012-08-31
Texas,49,2012-08-31
Utah,76,2012-08-31
Vermont,39,2012-08-31
Virginia,60,2012-08-31
Washington,47,2012-08-31
West Virginia,38,2012-08-31
Wisconsin,44,2012-08-31
Wyoming,35,2012-08-31
Alabama,66,2012-09-30
Alaska,50,2012-09-30
Arizona,76,2012-09-30
Arkansas,84,2012-09-30
California,51,2012-09-30
Colorado,71,2012-09-30
Connecticut,66,2012-09-30
Delaware,93,2012-09-30
District of Columbia,55,2012-09-30
Florida,66,2012-09-30
Georgia,67,2012-09-30
Hawaii,46,2012-09-30
Idaho,98,2012-09-30
Illinois,50,2012-09-30
Indiana,65,2012-09-30
Iowa,54,2012-09-30
Kansas,62,2012-09-30
Kentucky,62,2012-09-30
Louisiana,89,2012-09-30
Maine,69,2012-09-30
Maryland,55,2012-09-30
Massachusetts,43,2012-09-30
Michigan,66,2012-09-30
Minnesota,65,2012-09-30
Mississippi,64,2012-09-30
Missouri,63,2012-09-30
Montana,89,2012-09-30
Nebraska,79,2012-09-30
Nevada,61,2012-09-30
New Hampshire,62,2012-09-30
New Jersey,43,2012-09-30
New Mexico,91,2012-09-30
New York,36,2012-09-30
North Carolina,70,2012-09-30
North Dakota,54,2012-09-30
Ohio,47,2012-09-30
Oklahoma,96,2012-09-30
Oregon,72,2012-09-30
Pennsylvania,60,2012-09-30
Rhode Island,25,2012-09-30
South Carolina,74,2012-09-30
South Dakota,89,2012-09-30
Tennessee,66,2012-09-30
Texas,57,2012-09-30
Utah,78,2012-09-30
Vermont,48,2012-09-30
Virginia,55,2012-09-30
Washington,55,2012-09-30
West Virginia,51,2012-09-30
Wisconsin,61,2012-09-30
Wyoming,100,2012-09-30
Alabama,49,2012-10-31
Alaska,41,2012-10-31
Arizona,73,2012-10-31
Arkansas,46,2012-10-31
California,46,2012-10-31
Colorado,52,2012-10-31
Connecticut,51,2012-10-31
Delaware,71,2012-10-31
District of Columbia,42,2012-10-31
Florida,61,2012-10-31
Georgia,63,2012-10-31
Hawaii,27,2012-10-31
Idaho,68,2012-10-31
Illinois,44,2012-10-31
Indiana,45,2012-10-31
Iowa,56,2012-10-31
Kansas,52,2012-10-31
Kentucky,50,2012-10-31
Louisiana,77,2012-10-31
Maine,35,2012-10-31
Maryland,39,2012-10-31
Massachusetts,37,2012-10-31
Michigan,51,2012-10-31
Minnesota,53,2012-10-31
Mississippi,64,2012-10-31
Missouri,55,2012-10-31
Montana,64,2012-10-31
Nebraska,100,2012-10-31
Nevada,48,2012-10-31
New Hampshire,43,2012-10-31
New Jersey,37,2012-10-31
New Mexico,41,2012-10-31
New York,34,2012-10-31
North Carolina,72,2012-10-31
North Dakota,28,2012-10-31
Ohio,48,2012-10-31
Oklahoma,67,2012-10-31
Oregon,70,2012-10-31
Pennsylvania,40,2012-10-31
Rhode Island,66,2012-10-31
South Carolina,76,2012-10-31
South Dakota,37,2012-10-31
Tennessee,50,2012-10-31
Texas,52,2012-10-31
Utah,46,2012-10-31
Vermont,71,2012-10-31
Virginia,52,2012-10-31
Washington,48,2012-10-31
West Virginia,46,2012-10-31
Wisconsin,50,2012-10-31
Wyoming,69,2012-10-31
Alabama,57,2012-11-30
Alaska,52,2012-11-30
Arizona,76,2012-11-30
Arkansas,39,2012-11-30
California,51,2012-11-30
Colorado,62,2012-11-30
Connecticut,37,2012-11-30
Delaware,47,2012-11-30
District of Columbia,48,2012-11-30
Florida,67,2012-11-30
Georgia,61,2012-11-30
Hawaii,50,2012-11-30
Idaho,45,2012-11-30
Illinois,47,2012-11-30
Indiana,55,2012-11-30
Iowa,35,2012-11-30
Kansas,47,2012-11-30
Kentucky,70,2012-11-30
Louisiana,76,2012-11-30
Maine,52,2012-11-30
Maryland,52,2012-11-30
Massachusetts,40,2012-11-30
Michigan,54,2012-11-30
Minnesota,68,2012-11-30
Mississippi,55,2012-11-30
Missouri,72,2012-11-30
Montana,42,2012-11-30
Nebraska,79,2012-11-30
Nevada,72,2012-11-30
New Hampshire,33,2012-11-30
New Jersey,49,2012-11-30
New Mexico,96,2012-11-30
New York,37,2012-11-30
North Carolina,71,2012-11-30
North Dakota,100,2012-11-30
Ohio,51,2012-11-30
Oklahoma,89,2012-11-30
Oregon,57,2012-11-30
Pennsylvania,45,2012-11-30
Rhode Island,24,2012-11-30
South Carolina,84,2012-11-30
South Dakota,70,2012-11-30
Tennessee,59,2012-11-30
Texas,55,2012-11-30
Utah,69,2012-11-30
Vermont,44,2012-11-30
Virginia,55,2012-11-30
Washington,58,2012-11-30
West Virginia,81,2012-11-30
Wisconsin,48,2012-11-30
Wyoming,94,2012-11-30
Alabama,63,2012-12-31
Alaska,29,2012-12-31
Arizona,60,2012-12-31
Arkansas,88,2012-12-31
California,47,2012-12-31
Colorado,59,2012-12-31
Connecticut,42,2012-12-31
Delaware,100,2012-12-31
District of Columbia,47,2012-12-31
Florida,60,2012-12-31
Georgia,59,2012-12-31
Hawaii,50,2012-12-31
Idaho,68,2012-12-31
Illinois,45,2012-12-31
Indiana,49,2012-12-31
Iowa,56,2012-12-31
Kansas,58,2012-12-31
Kentucky,61,2012-12-31
Louisiana,62,2012-12-31
Maine,57,2012-12-31
Maryland,47,2012-12-31
Massachusetts,37,2012-12-31
Michigan,53,2012-12-31
Minnesota,50,2012-12-31
Mississippi,73,2012-12-31
Missouri,63,2012-12-31
Montana,85,2012-12-31
Nebraska,78,2012-12-31
Nevada,58,2012-12-31
New Hampshire,60,2012-12-31
New Jersey,37,2012-12-31
New Mexico,45,2012-12-31
New York,34,2012-12-31
North Carolina,65,2012-12-31
North Dakota,65,2012-12-31
Ohio,51,2012-12-31
Oklahoma,60,2012-12-31
Oregon,58,2012-12-31
Pennsylvania,40,2012-12-31
Rhode Island,33,2012-12-31
South Carolina,52,2012-12-31
South Dakota,21,2012-12-31
Tennessee,58,2012-12-31
Texas,47,2012-12-31
Utah,59,2012-12-31
Vermont,29,2012-12-31
Virginia,51,2012-12-31
Washington,42,2012-12-31
West Virginia,85,2012-12-31
Wisconsin,47,2012-12-31
Wyoming,83,2012-12-31
Alabama,59,2013-01-31
Alaska,72,2013-01-31
Arizona,67,2013-01-31
Arkansas,63,2013-01-31
California,48,2013-01-31
Colorado,61,2013-01-31
Connecticut,45,2013-01-31
Delaware,100,2013-01-31
District of Columbia,43,2013-01-31
Florida,65,2013-01-31
Georgia,66,2013-01-31
Hawaii,39,2013-01-31
Idaho,59,2013-01-31
Illinois,51,2013-01-31
Indiana,55,2013-01-31
Iowa,52,2013-01-31
Kansas,63,2013-01-31
Kentucky,68,2013-01-31
Louisiana,63,2013-01-31
Maine,68,2013-01-31
Maryland,51,2013-01-31
Massachusetts,39,2013-01-31
Michigan,57,2013-01-31
Minnesota,59,2013-01-31
Mississippi,65,2013-01-31
Missouri,59,2013-01-31
Montana,55,2013-01-31
Nebraska,63,2013-01-31
Nevada,67,2013-01-31
New Hampshire,26,2013-01-31
New Jersey,42,2013-01-31
New Mexico,89,2013-01-31
New York,33,2013-01-31
North Carolina,72,2013-01-31
North Dakota,53,2013-01-31
Ohio,44,2013-01-31
Oklahoma,81,2013-01-31
Oregon,74,2013-01-31
Pennsylvania,53,2013-01-31
Rhode Island,44,2013-01-31
South Carolina,62,2013-01-31
South Dakota,50,2013-01-31
Tennessee,69,2013-01-31
Texas,53,2013-01-31
Utah,83,2013-01-31
Vermont,56,2013-01-31
Virginia,58,2013-01-31
Washington,48,2013-01-31
West Virginia,70,2013-01-31
Wisconsin,57,2013-01-31
Wyoming,88,2013-01-31
Alabama,76,2013-02-28
Alaska,63,2013-02-28
Arizona,80,2013-02-28
Arkansas,62,2013-02-28
California,57,2013-02-28
Colorado,61,2013-02-28
Connecticut,42,2013-02-28
Delaware,60,2013-02-28
District of Columbia,38,2013-02-28
Florida,73,2013-02-28
Georgia,67,2013-02-28
Hawaii,42,2013-02-28
Idaho,73,2013-02-28
Illinois,48,2013-02-28
Indiana,54,2013-02-28
Iowa,69,2013-02-28
Kansas,70,2013-02-28
Kentucky,60,2013-02-28
Louisiana,79,2013-02-28
Maine,77,2013-02-28
Maryland,62,2013-02-28
Massachusetts,43,2013-02-28
Michigan,59,2013-02-28
Minnesota,59,2013-02-28
Mississippi,71,2013-02-28
Missouri,63,2013-02-28
Montana,100,2013-02-28
Nebraska,89,2013-02-28
Nevada,73,2013-02-28
New Hampshire,42,2013-02-28
New Jersey,47,2013-02-28
New Mexico,90,2013-02-28
New York,42,2013-02-28
North Carolina,78,2013-02-28
North Dakota,80,2013-02-28
Ohio,65,2013-02-28
Oklahoma,60,2013-02-28
Oregon,60,2013-02-28
Pennsylvania,54,2013-02-28
Rhode Island,62,2013-02-28
South Carolina,73,2013-02-28
South Dakota,47,2013-02-28
Tennessee,70,2013-02-28
Texas,54,2013-02-28
Utah,64,2013-02-28
Vermont,73,2013-02-28
Virginia,56,2013-02-28
Washington,60,2013-02-28
West Virginia,72,2013-02-28
Wisconsin,57,2013-02-28
Wyoming,93,2013-02-28
Alabama,80,2013-03-31
Alaska,62,2013-03-31
Arizona,77,2013-03-31
Arkansas,89,2013-03-31
California,62,2013-03-31
Colorado,62,2013-03-31
Connecticut,63,2013-03-31
Delaware,57,2013-03-31
District of Columbia,39,2013-03-31
Florida,61,2013-03-31
Georgia,76,2013-03-31
Hawaii,46,2013-03-31
Idaho,74,2013-03-31
Illinois,46,2013-03-31
Indiana,52,2013-03-31
Iowa,64,2013-03-31
Kansas,92,2013-03-31
Kentucky,46,2013-03-31
Louisiana,79,2013-03-31
Maine,68,2013-03-31
Maryland,58,2013-03-31
Massachusetts,49,2013-03-31
Michigan,65,2013-03-31
Minnesota,64,2013-03-31
Mississippi,65,2013-03-31
Missouri,60,2013-03-31
Montana,100,2013-03-31
Nebraska,78,2013-03-31
Nevada,77,2013-03-31
New Hampshire,74,2013-03-31
New Jersey,47,2013-03-31
New Mexico,76,2013-03-31
New York,36,2013-03-31
North Carolina,72,2013-03-31
North Dakota,67,2013-03-31
Ohio,59,2013-03-31
Oklahoma,94,2013-03-31
Oregon,77,2013-03-31
Pennsylvania,51,2013-03-31
Rhode Island,56,2013-03-31
South Carolina,63,2013-03-31
South Dakota,70,2013-03-31
Tennessee,69,2013-03-31
Texas,54,2013-03-31
Utah,77,2013-03-31
Vermont,88,2013-03-31
Virginia,66,2013-03-31
Washington,72,2013-03-31
West Virginia,54,2013-03-31
Wisconsin,59,2013-03-31
Wyoming,82,2013-03-31
Alabama,90,2013-04-30
Alaska,59,2013-04-30
Arizona,80,2013-04-30
Arkansas,72,2013-04-30
California,54,2013-04-30
Colorado,65,2013-04-30
Connecticut,60,2013-04-30
Delaware,64,2013-04-30
District of Columbia,52,2013-04-30
Florida,64,2013-04-30
Georgia,70,2013-04-30
Hawaii,34,2013-04-30
Idaho,75,2013-04-30
Illinois,53,2013-04-30
Indiana,56,2013-04-30
Iowa,63,2013-04-30
Kansas,66,2013-04-30
Kentucky,74,2013-04-30
Louisiana,80,2013-04-30
Maine,73,2013-04-30
Maryland,65,2013-04-30
Massachusetts,41,2013-04-30
Michigan,64,2013-04-30
Minnesota,65,2013-04-30
Mississippi,63,2013-04-30
Missouri,52,2013-04-30
Montana,100,2013-04-30
Nebraska,95,2013-04-30
Nevada,67,2013-04-30
New Hampshire,47,2013-04-30
New Jersey,44,2013-04-30
New Mexico,98,2013-04-30
New York,41,2013-04-30
North Carolina,79,2013-04-30
North Dakota,73,2013-04-30
Ohio,54,2013-04-30
Oklahoma,89,2013-04-30
Oregon,60,2013-04-30
Pennsylvania,44,2013-04-30
Rhode Island,33,2013-04-30
South Carolina,69,2013-04-30
South Dakota,90,2013-04-30
Tennessee,77,2013-04-30
Texas,57,2013-04-30
Utah,94,2013-04-30
Vermont,80,2013-04-30
Virginia,59,2013-04-30
Washington,63,2013-04-30
West Virginia,85,2013-04-30
Wisconsin,51,2013-04-30
Wyoming,49,2013-04-30
Alabama,78,2013-05-31
Alaska,65,2013-05-31
Arizona,62,2013-05-31
Arkansas,75,2013-05-31
California,45,2013-05-31
Colorado,49,2013-05-31
Connecticut,43,2013-05-31
Delaware,71,2013-05-31
District of Columbia,36,2013-05-31
Florida,54,2013-05-31
Georgia,60,2013-05-31
Hawaii,36,2013-05-31
Idaho,92,2013-05-31
Illinois,38,2013-05-31
Indiana,42,2013-05-31
Iowa,40,2013-05-31
Kansas,73,2013-05-31
Kentucky,55,2013-05-31
Louisiana,75,2013-05-31
Maine,40,2013-05-31
Maryland,48,2013-05-31
Massachusetts,33,2013-05-31
Michigan,54,2013-05-31
Minnesota,47,2013-05-31
Mississippi,61,2013-05-31
Missouri,57,2013-05-31
Montana,41,2013-05-31
Nebraska,70,2013-05-31
Nevada,46,2013-05-31
New Hampshire,50,2013-05-31
New Jersey,42,2013-05-31
New Mexico,94,2013-05-31
New York,34,2013-05-31
North Carolina,69,2013-05-31
North Dakota,51,2013-05-31
Ohio,53,2013-05-31
Oklahoma,71,2013-05-31
Oregon,52,2013-05-31
Pennsylvania,35,2013-05-31
Rhode Island,48,2013-05-31
South Carolina,61,2013-05-31
South Dakota,66,2013-05-31
Tennessee,58,2013-05-31
Texas,53,2013-05-31
Utah,63,2013-05-31
Vermont,61,2013-05-31
Virginia,55,2013-05-31
Washington,48,2013-05-31
West Virginia,58,2013-05-31
Wisconsin,54,2013-05-31
Wyoming,100,2013-05-31
Alabama,74,2013-06-30
Alaska,32,2013-06-30
Arizona,58,2013-06-30
Arkansas,58,2013-06-30
California,42,2013-06-30
Colorado,55,2013-06-30
Connecticut,41,2013-06-30
Delaware,100,2013-06-30
District of Columbia,42,2013-06-30
Florida,56,2013-06-30
Georgia,51,2013-06-30
Hawaii,39,2013-06-30
Idaho,55,2013-06-30
Illinois,39,2013-06-30
Indiana,39,2013-06-30
Iowa,56,2013-06-30
Kansas,44,2013-06-30
Kentucky,44,2013-06-30
Louisiana,77,2013-06-30
Maine,43,2013-06-30
Maryland,44,2013-06-30
Massachusetts,39,2013-06-30
Michigan,53,2013-06-30
Minnesota,51,2013-06-30
Mississippi,49,2013-06-30
Missouri,43,2013-06-30
Montana,63,2013-06-30
Nebraska,52,2013-06-30
Nevada,50,2013-06-30
New Hampshire,43,2013-06-30
New Jersey,39,2013-06-30
New Mexico,65,2013-06-30
New York,32,2013-06-30
North Carolina,60,2013-06-30
North Dakota,55,2013-06-30
Ohio,44,2013-06-30
Oklahoma,68,2013-06-30
Oregon,30,2013-06-30
Pennsylvania,40,2013-06-30
Rhode Island,34,2013-06-30
South Carolina,60,2013-06-30
South Dakota,69,2013-06-30
Tennessee,53,2013-06-30
Texas,45,2013-06-30
Utah,51,2013-06-30
Vermont,68,2013-06-30
Virginia,41,2013-06-30
Washington,51,2013-06-30
West Virginia,56,2013-06-30
Wisconsin,57,2013-06-30
Wyoming,76,2013-06-30
Alabama,81,2013-07-31
Alaska,48,2013-07-31
Arizona,73,2013-07-31
Arkansas,71,2013-07-31
California,51,2013-07-31
Colorado,59,2013-07-31
Connecticut,49,2013-07-31
Delaware,35,2013-07-31
District of Columbia,59,2013-07-31
Florida,57,2013-07-31
Georgia,63,2013-07-31
Hawaii,35,2013-07-31
Idaho,83,2013-07-31
Illinois,48,2013-07-31
Indiana,46,2013-07-31
Iowa,52,2013-07-31
Kansas,67,2013-07-31
Kentucky,52,2013-07-31
Louisiana,65,2013-07-31
Maine,63,2013-07-31
Maryland,66,2013-07-31
Massachusetts,33,2013-07-31
Michigan,59,2013-07-31
Minnesota,56,2013-07-31
Mississippi,75,2013-07-31
Missouri,55,2013-07-31
Montana,100,2013-07-31
Nebraska,79,2013-07-31
Nevada,54,2013-07-31
New Hampshire,55,2013-07-31
New Jersey,43,2013-07-31
New Mexico,66,2013-07-31
New York,40,2013-07-31
North Carolina,77,2013-07-31
North Dakota,61,2013-07-31
Ohio,51,2013-07-31
Oklahoma,70,2013-07-31
Oregon,34,2013-07-31
Pennsylvania,44,2013-07-31
Rhode Island,46,2013-07-31
South Carolina,74,2013-07-31
South Dakota,37,2013-07-31
Tennessee,60,2013-07-31
Texas,56,2013-07-31
Utah,70,2013-07-31
Vermont,39,2013-07-31
Virginia,52,2013-07-31
Washington,62,2013-07-31
West Virginia,71,2013-07-31
Wisconsin,60,2013-07-31
Wyoming,92,2013-07-31
Alabama,84,2013-08-31
Alaska,45,2013-08-31
Arizona,65,2013-08-31
Arkansas,75,2013-08-31
California,57,2013-08-31
Colorado,78,2013-08-31
Connecticut,61,2013-08-31
Delaware,89,2013-08-31
District of Columbia,72,2013-08-31
Florida,72,2013-08-31
Georgia,68,2013-08-31
Hawaii,54,2013-08-31
Idaho,66,2013-08-31
Illinois,52,2013-08-31
Indiana,58,2013-08-31
Iowa,55,2013-08-31
Kansas,57,2013-08-31
Kentucky,49,2013-08-31
Louisiana,65,2013-08-31
Maine,90,2013-08-31
Maryland,65,2013-08-31
Massachusetts,50,2013-08-31
Michigan,75,2013-08-31
Minnesota,65,2013-08-31
Mississippi,100,2013-08-31
Missouri,70,2013-08-31
Montana,92,2013-08-31
Nebraska,89,2013-08-31
Nevada,67,2013-08-31
New Hampshire,52,2013-08-31
New Jersey,53,2013-08-31
New Mexico,72,2013-08-31
New York,42,2013-08-31
North Carolina,82,2013-08-31
North Dakota,47,2013-08-31
Ohio,65,2013-08-31
Oklahoma,91,2013-08-31
Oregon,30,2013-08-31
Pennsylvania,55,2013-08-31
Rhode Island,47,2013-08-31
South Carolina,83,2013-08-31
South Dakota,62,2013-08-31
Tennessee,66,2013-08-31
Texas,57,2013-08-31
Utah,66,2013-08-31
Vermont,75,2013-08-31
Virginia,58,2013-08-31
Washington,67,2013-08-31
West Virginia,52,2013-08-31
Wisconsin,58,2013-08-31
Wyoming,83,2013-08-31
Alabama,72,2013-09-30
Alaska,53,2013-09-30
Arizona,75,2013-09-30
Arkansas,93,2013-09-30
California,54,2013-09-30
Colorado,61,2013-09-30
Connecticut,44,2013-09-30
Delaware,84,2013-09-30
District of Columbia,71,2013-09-30
Florida,76,2013-09-30
Georgia,66,2013-09-30
Hawaii,46,2013-09-30
Idaho,73,2013-09-30
Illinois,51,2013-09-30
Indiana,64,2013-09-30
Iowa,62,2013-09-30
Kansas,61,2013-09-30
Kentucky,58,2013-09-30
Louisiana,89,2013-09-30
Maine,74,2013-09-30
Maryland,55,2013-09-30
Massachusetts,32,2013-09-30
Michigan,64,2013-09-30
Minnesota,66,2013-09-30
Mississippi,73,2013-09-30
Missouri,62,2013-09-30
Montana,72,2013-09-30
Nebraska,100,2013-09-30
Nevada,69,2013-09-30
New Hampshire,70,2013-09-30
New Jersey,53,2013-09-30
New Mexico,58,2013-09-30
New York,37,2013-09-30
North Carolina,80,2013-09-30
North Dakota,55,2013-09-30
Ohio,55,2013-09-30
Oklahoma,71,2013-09-30
Oregon,34,2013-09-30
Pennsylvania,53,2013-09-30
Rhode Island,45,2013-09-30
South Carolina,67,2013-09-30
South Dakota,57,2013-09-30
Tennessee,71,2013-09-30
Texas,57,2013-09-30
Utah,62,2013-09-30
Vermont,28,2013-09-30
Virginia,58,2013-09-30
Washington,57,2013-09-30
West Virginia,70,2013-09-30
Wisconsin,60,2013-09-30
Wyoming,97,2013-09-30
Alabama,86,2013-10-31
Alaska,18,2013-10-31
Arizona,86,2013-10-31
Arkansas,100,2013-10-31
California,61,2013-10-31
Colorado,74,2013-10-31
Connecticut,65,2013-10-31
Delaware,78,2013-10-31
District of Columbia,64,2013-10-31
Florida,90,2013-10-31
Georgia,80,2013-10-31
Hawaii,34,2013-10-31
Idaho,74,2013-10-31
Illinois,60,2013-10-31
Indiana,69,2013-10-31
Iowa,63,2013-10-31
Kansas,75,2013-10-31
Kentucky,65,2013-10-31
Louisiana,96,2013-10-31
Maine,48,2013-10-31
Maryland,65,2013-10-31
Massachusetts,53,2013-10-31
Michigan,68,2013-10-31
Minnesota,67,2013-10-31
Mississippi,92,2013-10-31
Missouri,76,2013-10-31
Montana,85,2013-10-31
Nebraska,78,2013-10-31
Nevada,65,2013-10-31
New Hampshire,53,2013-10-31
New Jersey,52,2013-10-31
New Mexico,77,2013-10-31
New York,48,2013-10-31
North Carolina,99,2013-10-31
North Dakota,95,2013-10-31
Ohio,66,2013-10-31
Oklahoma,83,2013-10-31
Oregon,40,2013-10-31
Pennsylvania,59,2013-10-31
Rhode Island,38,2013-10-31
South Carolina,77,2013-10-31
South Dakota,50,2013-10-31
Tennessee,89,2013-10-31
Texas,65,2013-10-31
Utah,69,2013-10-31
Vermont,38,2013-10-31
Virginia,66,2013-10-31
Washington,66,2013-10-31
West Virginia,72,2013-10-31
Wisconsin,69,2013-10-31
Wyoming,75,2013-10-31
Alabama,89,2013-11-30
Alaska,54,2013-11-30
Arizona,76,2013-11-30
Arkansas,100,2013-11-30
California,54,2013-11-30
Colorado,73,2013-11-30
Connecticut,62,2013-11-30
Delaware,60,2013-11-30
District of Columbia,48,2013-11-30
Florida,76,2013-11-30
Georgia,69,2013-11-30
Hawaii,42,2013-11-30
Idaho,80,2013-11-30
Illinois,50,2013-11-30
Indiana,69,2013-11-30
Iowa,54,2013-11-30
Kansas,96,2013-11-30
Kentucky,81,2013-11-30
Louisiana,76,2013-11-30
Maine,44,2013-11-30
Maryland,66,2013-11-30
Massachusetts,35,2013-11-30
Michigan,62,2013-11-30
Minnesota,72,2013-11-30
Mississippi,99,2013-11-30
Missouri,66,2013-11-30
Montana,85,2013-11-30
Nebraska,75,2013-11-30
Nevada,70,2013-11-30
New Hampshire,60,2013-11-30
New Jersey,43,2013-11-30
New Mexico,95,2013-11-30
New York,43,2013-11-30
North Carolina,93,2013-11-30
North Dakota,79,2013-11-30
Ohio,54,2013-11-30
Oklahoma,71,2013-11-30
Oregon,58,2013-11-30
Pennsylvania,46,2013-11-30
Rhode Island,45,2013-11-30
South Carolina,78,2013-11-30
South Dakota,49,2013-11-30
Tennessee,77,2013-11-30
Texas,62,2013-11-30
Utah,65,2013-11-30
Vermont,98,2013-11-30
Virginia,63,2013-11-30
Washington,59,2013-11-30
West Virginia,46,2013-11-30
Wisconsin,48,2013-11-30
Wyoming,75,2013-11-30
Alabama,90,2013-12-31
Alaska,55,2013-12-31
Arizona,64,2013-12-31
Arkansas,92,2013-12-31
California,51,2013-12-31
Colorado,67,2013-12-31
Connecticut,42,2013-12-31
Delaware,86,2013-12-31
District of Columbia,52,2013-12-31
Florida,67,2013-12-31
Georgia,75,2013-12-31
Hawaii,39,2013-12-31
Idaho,73,2013-12-31
Illinois,52,2013-12-31
Indiana,56,2013-12-31
Iowa,59,2013-12-31
Kansas,61,2013-12-31
Kentucky,68,2013-12-31
Louisiana,100,2013-12-31
Maine,60,2013-12-31
Maryland,61,2013-12-31
Massachusetts,47,2013-12-31
Michigan,61,2013-12-31
Minnesota,54,2013-12-31
Mississippi,87,2013-12-31
Missouri,64,2013-12-31
Montana,66,2013-12-31
Nebraska,51,2013-12-31
Nevada,60,2013-12-31
New Hampshire,60,2013-12-31
New Jersey,43,2013-12-31
New Mexico,66,2013-12-31
New York,38,2013-12-31
North Carolina,74,2013-12-31
North Dakota,73,2013-12-31
Ohio,56,2013-12-31
Oklahoma,94,2013-12-31
Oregon,38,2013-12-31
Pennsylvania,49,2013-12-31
Rhode Island,39,2013-12-31
South Carolina,72,2013-12-31
South Dakota,90,2013-12-31
Tennessee,95,2013-12-31
Texas,61,2013-12-31
Utah,57,2013-12-31
Vermont,54,2013-12-31
Virginia,58,2013-12-31
Washington,58,2013-12-31
West Virginia,63,2013-12-31
Wisconsin,53,2013-12-31
Wyoming,97,2013-12-31
Alabama,83,2014-01-31
Alaska,62,2014-01-31
Arizona,61,2014-01-31
Arkansas,61,2014-01-31
California,48,2014-01-31
Colorado,58,2014-01-31
Connecticut,45,2014-01-31
Delaware,82,2014-01-31
District of Columbia,38,2014-01-31
Florida,72,2014-01-31
Georgia,68,2014-01-31
Hawaii,45,2014-01-31
Idaho,64,2014-01-31
Illinois,54,2014-01-31
Indiana,43,2014-01-31
Iowa,70,2014-01-31
Kansas,81,2014-01-31
Kentucky,61,2014-01-31
Louisiana,68,2014-01-31
Maine,67,2014-01-31
Maryland,57,2014-01-31
Massachusetts,41,2014-01-31
Michigan,61,2014-01-31
Minnesota,52,2014-01-31
Mississippi,100,2014-01-31
Missouri,67,2014-01-31
Montana,52,2014-01-31
Nebraska,79,2014-01-31
Nevada,63,2014-01-31
New Hampshire,57,2014-01-31
New Jersey,45,2014-01-31
New Mexico,81,2014-01-31
New York,38,2014-01-31
North Carolina,86,2014-01-31
North Dakota,35,2014-01-31
Ohio,57,2014-01-31
Oklahoma,69,2014-01-31
Oregon,41,2014-01-31
Pennsylvania,52,2014-01-31
Rhode Island,43,2014-01-31
South Carolina,73,2014-01-31
South Dakota,63,2014-01-31
Tennessee,79,2014-01-31
Texas,56,2014-01-31
Utah,70,2014-01-31
Vermont,49,2014-01-31
Virginia,58,2014-01-31
Washington,50,2014-01-31
West Virginia,93,2014-01-31
Wisconsin,63,2014-01-31
Wyoming,69,2014-01-31
Alabama,86,2014-02-28
Alaska,32,2014-02-28
Arizona,62,2014-02-28
Arkansas,89,2014-02-28
California,47,2014-02-28
Colorado,68,2014-02-28
Connecticut,47,2014-02-28
Delaware,79,2014-02-28
District of Columbia,48,2014-02-28
Florida,65,2014-02-28
Georgia,74,2014-02-28
Hawaii,43,2014-02-28
Idaho,79,2014-02-28
Illinois,53,2014-02-28
Indiana,55,2014-02-28
Iowa,61,2014-02-28
Kansas,63,2014-02-28
Kentucky,74,2014-02-28
Louisiana,85,2014-02-28
Maine,74,2014-02-28
Maryland,61,2014-02-28
Massachusetts,42,2014-02-28
Michigan,60,2014-02-28
Minnesota,63,2014-02-28
Mississippi,73,2014-02-28
Missouri,66,2014-02-28
Montana,88,2014-02-28
Nebraska,70,2014-02-28
Nevada,55,2014-02-28
New Hampshire,34,2014-02-28
New Jersey,47,2014-02-28
New Mexico,77,2014-02-28
New York,39,2014-02-28
North Carolina,83,2014-02-28
North Dakota,59,2014-02-28
Ohio,55,2014-02-28
Oklahoma,81,2014-02-28
Oregon,63,2014-02-28
Pennsylvania,46,2014-02-28
Rhode Island,37,2014-02-28
South Carolina,81,2014-02-28
South Dakota,89,2014-02-28
Tennessee,81,2014-02-28
Texas,65,2014-02-28
Utah,64,2014-02-28
Vermont,69,2014-02-28
Virginia,55,2014-02-28
Washington,55,2014-02-28
West Virginia,75,2014-02-28
Wisconsin,53,2014-02-28
Wyoming,100,2014-02-28
Alabama,82,2014-03-31
Alaska,71,2014-03-31
Arizona,67,2014-03-31
Arkansas,89,2014-03-31
California,48,2014-03-31
Colorado,68,2014-03-31
Connecticut,42,2014-03-31
Delaware,83,2014-03-31
District of Columbia,40,2014-03-31
Florida,63,2014-03-31
Georgia,66,2014-03-31
Hawaii,53,2014-03-31
Idaho,63,2014-03-31
Illinois,52,2014-03-31
Indiana,50,2014-03-31
Iowa,67,2014-03-31
Kansas,74,2014-03-31
Kentucky,67,2014-03-31
Louisiana,88,2014-03-31
Maine,34,2014-03-31
Maryland,58,2014-03-31
Massachusetts,32,2014-03-31
Michigan,55,2014-03-31
Minnesota,59,2014-03-31
Mississippi,82,2014-03-31
Missouri,67,2014-03-31
Montana,96,2014-03-31
Nebraska,56,2014-03-31
Nevada,54,2014-03-31
New Hampshire,62,2014-03-31
New Jersey,47,2014-03-31
New Mexico,59,2014-03-31
New York,41,2014-03-31
North Carolina,82,2014-03-31
North Dakota,72,2014-03-31
