geoName,Home,year
Vermont,26,2009-10-31
Virginia,23,2009-10-31
Washington,45,2009-10-31
West Virginia,73,2009-10-31
Wisconsin,51,2009-10-31
Wyoming,90,2009-10-31
Alabama,49,2009-11-30
Alaska,64,2009-11-30
Arizona,44,2009-11-30
Arkansas,70,2009-11-30
California,27,2009-11-30
Colorado,50,2009-11-30
Connecticut,29,2009-11-30
Delaware,31,2009-11-30
District of Columbia,41,2009-11-30
Florida,66,2009-11-30
Georgia,53,2009-11-30
Hawaii,56,2009-11-30
Idaho,72,2009-11-30
Illinois,40,2009-11-30
Indiana,29,2009-11-30
Iowa,19,2009-11-30
Kansas,43,2009-11-30
Kentucky,34,2009-11-30
Louisiana,54,2009-11-30
Maine,34,2009-11-30
Maryland,36,2009-11-30
Massachusetts,34,2009-11-30
Michigan,34,2009-11-30
Minnesota,48,2009-11-30
Mississippi,56,2009-11-30
Missouri,60,2009-11-30
Montana,39,2009-11-30
Nebraska,31,2009-11-30
Nevada,67,2009-11-30
New Hampshire,46,2009-11-30
New Jersey,38,2009-11-30
New Mexico,29,2009-11-30
New York,31,2009-11-30
North Carolina,65,2009-11-30
North Dakota,100,2009-11-30
Ohio,46,2009-11-30
Oklahoma,71,2009-11-30
Oregon,44,2009-11-30
Pennsylvania,42,2009-11-30
Rhode Island,12,2009-11-30
South Carolina,61,2009-11-30
South Dakota,30,2009-11-30
Tennessee,60,2009-11-30
Texas,42,2009-11-30
Utah,36,2009-11-30
Vermont,26,2009-11-30
Virginia,25,2009-11-30
Washington,46,2009-11-30
West Virginia,49,2009-11-30
Wisconsin,44,2009-11-30
Wyoming,0,2009-11-30
Alabama,71,2009-12-31
Alaska,8,2009-12-31
Arizona,73,2009-12-31
Arkansas,69,2009-12-31
California,37,2009-12-31
Colorado,68,2009-12-31
Connecticut,43,2009-12-31
Delaware,70,2009-12-31
District of Columbia,45,2009-12-31
Florida,72,2009-12-31
Georgia,53,2009-12-31
Hawaii,35,2009-12-31
Idaho,71,2009-12-31
Illinois,50,2009-12-31
Indiana,48,2009-12-31
Iowa,51,2009-12-31
Kansas,45,2009-12-31
Kentucky,53,2009-12-31
Louisiana,63,2009-12-31
Maine,60,2009-12-31
Maryland,55,2009-12-31
Massachusetts,42,2009-12-31
Michigan,53,2009-12-31
Minnesota,63,2009-12-31
Mississippi,78,2009-12-31
Missouri,57,2009-12-31
Montana,24,2009-12-31
Nebraska,41,2009-12-31
Nevada,53,2009-12-31
New Hampshire,26,2009-12-31
New Jersey,46,2009-12-31
New Mexico,32,2009-12-31
New York,37,2009-12-31
North Carolina,84,2009-12-31
North Dakota,90,2009-12-31
Ohio,45,2009-12-31
Oklahoma,63,2009-12-31
Oregon,52,2009-12-31
Pennsylvania,52,2009-12-31
Rhode Island,62,2009-12-31
South Carolina,63,2009-12-31
South Dakota,44,2009-12-31
Tennessee,77,2009-12-31
Texas,52,2009-12-31
Utah,64,2009-12-31
Vermont,34,2009-12-31
Virginia,28,2009-12-31
Washington,50,2009-12-31
West Virginia,100,2009-12-31
Wisconsin,51,2009-12-31
Wyoming,51,2009-12-31
Alabama,49,2010-01-31
Alaska,36,2010-01-31
Arizona,67,2010-01-31
Arkansas,55,2010-01-31
California,36,2010-01-31
Colorado,56,2010-01-31
Connecticut,49,2010-01-31
Delaware,100,2010-01-31
District of Columbia,57,2010-01-31
Florida,69,2010-01-31
Georgia,54,2010-01-31
Hawaii,27,2010-01-31
Idaho,53,2010-01-31
Illinois,46,2010-01-31
Indiana,40,2010-01-31
Iowa,52,2010-01-31
Kansas,54,2010-01-31
Kentucky,60,2010-01-31
Louisiana,77,2010-01-31
Maine,90,2010-01-31
Maryland,54,2010-01-31
Massachusetts,36,2010-01-31
Michigan,73,2010-01-31
Minnesota,64,2010-01-31
Mississippi,52,2010-01-31
Missouri,56,2010-01-31
Montana,24,2010-01-31
Nebraska,58,2010-01-31
Nevada,66,2010-01-31
New Hampshire,51,2010-01-31
New Jersey,56,2010-01-31
New Mexico,69,2010-01-31
New York,41,2010-01-31
North Carolina,50,2010-01-31
North Dakota,41,2010-01-31
Ohio,56,2010-01-31
Oklahoma,67,2010-01-31
Oregon,58,2010-01-31
Pennsylvania,35,2010-01-31
Rhode Island,35,2010-01-31
South Carolina,72,2010-01-31
South Dakota,84,2010-01-31
Tennessee,52,2010-01-31
Texas,57,2010-01-31
Utah,64,2010-01-31
Vermont,61,2010-01-31
Virginia,24,2010-01-31
Washington,40,2010-01-31
West Virginia,70,2010-01-31
Wisconsin,47,2010-01-31
Wyoming,36,2010-01-31
Alabama,40,2010-02-28
Alaska,30,2010-02-28
Arizona,52,2010-02-28
Arkansas,31,2010-02-28
California,27,2010-02-28
Colorado,47,2010-02-28
Connecticut,36,2010-02-28
Delaware,100,2010-02-28
District of Columbia,40,2010-02-28
Florida,50,2010-02-28
Georgia,48,2010-02-28
Hawaii,38,2010-02-28
Idaho,31,2010-02-28
Illinois,39,2010-02-28
Indiana,36,2010-02-28
Iowa,31,2010-02-28
Kansas,40,2010-02-28
Kentucky,42,2010-02-28
Louisiana,36,2010-02-28
Maine,33,2010-02-28
Maryland,46,2010-02-28
Massachusetts,31,2010-02-28
Michigan,51,2010-02-28
Minnesota,39,2010-02-28
Mississippi,48,2010-02-28
Missouri,47,2010-02-28
Montana,67,2010-02-28
Nebraska,33,2010-02-28
Nevada,62,2010-02-28
New Hampshire,54,2010-02-28
New Jersey,39,2010-02-28
New Mexico,47,2010-02-28
New York,28,2010-02-28
North Carolina,53,2010-02-28
North Dakota,35,2010-02-28
Ohio,39,2010-02-28
Oklahoma,53,2010-02-28
Oregon,36,2010-02-28
Pennsylvania,35,2010-02-28
Rhode Island,15,2010-02-28
South Carolina,51,2010-02-28
South Dakota,38,2010-02-28
Tennessee,53,2010-02-28
Texas,41,2010-02-28
Utah,59,2010-02-28
Vermont,36,2010-02-28
Virginia,20,2010-02-28
Washington,37,2010-02-28
West Virginia,31,2010-02-28
Wisconsin,36,2010-02-28
Wyoming,78,2010-02-28
Alabama,71,2010-03-31
Alaska,47,2010-03-31
Arizona,75,2010-03-31
Arkansas,55,2010-03-31
California,29,2010-03-31
Colorado,44,2010-03-31
Connecticut,31,2010-03-31
Delaware,100,2010-03-31
District of Columbia,47,2010-03-31
Florida,61,2010-03-31
Georgia,48,2010-03-31
Hawaii,48,2010-03-31
Idaho,71,2010-03-31
Illinois,55,2010-03-31
Indiana,29,2010-03-31
Iowa,62,2010-03-31
Kansas,54,2010-03-31
Kentucky,56,2010-03-31
Louisiana,77,2010-03-31
Maine,61,2010-03-31
Maryland,56,2010-03-31
Massachusetts,37,2010-03-31
Michigan,58,2010-03-31
Minnesota,57,2010-03-31
Mississippi,91,2010-03-31
Missouri,55,2010-03-31
Montana,67,2010-03-31
Nebraska,87,2010-03-31
Nevada,73,2010-03-31
New Hampshire,45,2010-03-31
New Jersey,55,2010-03-31
New Mexico,37,2010-03-31
New York,38,2010-03-31
North Carolina,68,2010-03-31
North Dakota,12,2010-03-31
Ohio,56,2010-03-31
Oklahoma,44,2010-03-31
Oregon,45,2010-03-31
Pennsylvania,51,2010-03-31
Rhode Island,26,2010-03-31
South Carolina,61,2010-03-31
South Dakota,51,2010-03-31
Tennessee,52,2010-03-31
Texas,52,2010-03-31
Utah,80,2010-03-31
Vermont,36,2010-03-31
Virginia,25,2010-03-31
Washington,56,2010-03-31
West Virginia,75,2010-03-31
Wisconsin,54,2010-03-31
Wyoming,52,2010-03-31
Alabama,55,2010-04-30
Alaska,19,2010-04-30
Arizona,71,2010-04-30
Arkansas,100,2010-04-30
California,35,2010-04-30
Colorado,70,2010-04-30
Connecticut,70,2010-04-30
Delaware,60,2010-04-30
District of Columbia,56,2010-04-30
Florida,70,2010-04-30
Georgia,60,2010-04-30
Hawaii,45,2010-04-30
Idaho,45,2010-04-30
Illinois,45,2010-04-30
Indiana,57,2010-04-30
Iowa,51,2010-04-30
Kansas,65,2010-04-30
Kentucky,51,2010-04-30
Louisiana,68,2010-04-30
Maine,50,2010-04-30
Maryland,70,2010-04-30
Massachusetts,45,2010-04-30
Michigan,61,2010-04-30
Minnesota,43,2010-04-30
Mississippi,52,2010-04-30
Missouri,51,2010-04-30
Montana,83,2010-04-30
Nebraska,72,2010-04-30
Nevada,74,2010-04-30
New Hampshire,30,2010-04-30
New Jersey,51,2010-04-30
New Mexico,78,2010-04-30
New York,40,2010-04-30
North Carolina,67,2010-04-30
North Dakota,61,2010-04-30
Ohio,50,2010-04-30
Oklahoma,58,2010-04-30
Oregon,63,2010-04-30
Pennsylvania,59,2010-04-30
Rhode Island,50,2010-04-30
South Carolina,67,2010-04-30
South Dakota,53,2010-04-30
Tennessee,58,2010-04-30
Texas,53,2010-04-30
Utah,47,2010-04-30
Vermont,25,2010-04-30
Virginia,25,2010-04-30
Washington,52,2010-04-30
West Virginia,40,2010-04-30
Wisconsin,41,2010-04-30
Wyoming,62,2010-04-30
Alabama,51,2010-05-31
Alaska,39,2010-05-31
Arizona,58,2010-05-31
Arkansas,80,2010-05-31
California,33,2010-05-31
Colorado,73,2010-05-31
Connecticut,61,2010-05-31
Delaware,100,2010-05-31
District of Columbia,41,2010-05-31
Florida,70,2010-05-31
Georgia,57,2010-05-31
Hawaii,29,2010-05-31
Idaho,87,2010-05-31
Illinois,56,2010-05-31
Indiana,53,2010-05-31
Iowa,43,2010-05-31
Kansas,55,2010-05-31
Kentucky,61,2010-05-31
Louisiana,82,2010-05-31
Maine,82,2010-05-31
Maryland,53,2010-05-31
Massachusetts,45,2010-05-31
Michigan,59,2010-05-31
Minnesota,46,2010-05-31
Mississippi,50,2010-05-31
Missouri,49,2010-05-31
Montana,78,2010-05-31
Nebraska,60,2010-05-31
Nevada,53,2010-05-31
New Hampshire,64,2010-05-31
New Jersey,52,2010-05-31
New Mexico,74,2010-05-31
New York,46,2010-05-31
North Carolina,60,2010-05-31
North Dakota,51,2010-05-31
Ohio,61,2010-05-31
Oklahoma,93,2010-05-31
Oregon,73,2010-05-31
Pennsylvania,58,2010-05-31
Rhode Island,49,2010-05-31
South Carolina,76,2010-05-31
South Dakota,71,2010-05-31
Tennessee,49,2010-05-31
Texas,53,2010-05-31
Utah,75,2010-05-31
Vermont,34,2010-05-31
Virginia,30,2010-05-31
Washington,49,2010-05-31
West Virginia,72,2010-05-31
Wisconsin,54,2010-05-31
Wyoming,96,2010-05-31
Alabama,52,2010-06-30
Alaska,56,2010-06-30
Arizona,57,2010-06-30
Arkansas,74,2010-06-30
California,30,2010-06-30
Colorado,53,2010-06-30
Connecticut,38,2010-06-30
Delaware,30,2010-06-30
District of Columbia,50,2010-06-30
Florida,56,2010-06-30
Georgia,53,2010-06-30
Hawaii,62,2010-06-30
Idaho,100,2010-06-30
Illinois,55,2010-06-30
Indiana,36,2010-06-30
Iowa,66,2010-06-30
Kansas,29,2010-06-30
Kentucky,61,2010-06-30
Louisiana,77,2010-06-30
Maine,24,2010-06-30
Maryland,54,2010-06-30
Massachusetts,35,2010-06-30
Michigan,58,2010-06-30
Minnesota,51,2010-06-30
Mississippi,48,2010-06-30
Missouri,46,2010-06-30
Montana,67,2010-06-30
Nebraska,74,2010-06-30
Nevada,66,2010-06-30
New Hampshire,16,2010-06-30
New Jersey,54,2010-06-30
New Mexico,65,2010-06-30
New York,41,2010-06-30
North Carolina,65,2010-06-30
North Dakota,46,2010-06-30
Ohio,44,2010-06-30
Oklahoma,42,2010-06-30
Oregon,64,2010-06-30
Pennsylvania,61,2010-06-30
Rhode Island,30,2010-06-30
South Carolina,82,2010-06-30
South Dakota,70,2010-06-30
Tennessee,69,2010-06-30
Texas,42,2010-06-30
Utah,52,2010-06-30
Vermont,21,2010-06-30
Virginia,27,2010-06-30
Washington,49,2010-06-30
West Virginia,74,2010-06-30
Wisconsin,46,2010-06-30
Wyoming,20,2010-06-30
Alabama,32,2010-07-31
Alaska,52,2010-07-31
Arizona,70,2010-07-31
Arkansas,54,2010-07-31
California,27,2010-07-31
Colorado,58,2010-07-31
Connecticut,48,2010-07-31
Delaware,56,2010-07-31
District of Columbia,47,2010-07-31
Florida,47,2010-07-31
Georgia,55,2010-07-31
Hawaii,18,2010-07-31
Idaho,59,2010-07-31
Illinois,43,2010-07-31
Indiana,41,2010-07-31
Iowa,39,2010-07-31
Kansas,51,2010-07-31
Kentucky,45,2010-07-31
Louisiana,65,2010-07-31
Maine,63,2010-07-31
Maryland,41,2010-07-31
Massachusetts,25,2010-07-31
Michigan,49,2010-07-31
Minnesota,44,2010-07-31
Mississippi,35,2010-07-31
Missouri,65,2010-07-31
Montana,100,2010-07-31
Nebraska,75,2010-07-31
Nevada,53,2010-07-31
New Hampshire,47,2010-07-31
New Jersey,35,2010-07-31
New Mexico,75,2010-07-31
New York,30,2010-07-31
North Carolina,53,2010-07-31
North Dakota,55,2010-07-31
Ohio,47,2010-07-31
Oklahoma,47,2010-07-31
Oregon,43,2010-07-31
Pennsylvania,44,2010-07-31
Rhode Island,23,2010-07-31
South Carolina,65,2010-07-31
South Dakota,55,2010-07-31
Tennessee,62,2010-07-31
Texas,42,2010-07-31
Utah,47,2010-07-31
Vermont,22,2010-07-31
Virginia,25,2010-07-31
Washington,40,2010-07-31
West Virginia,47,2010-07-31
Wisconsin,43,2010-07-31
Wyoming,56,2010-07-31
Alabama,49,2010-08-31
Alaska,41,2010-08-31
Arizona,79,2010-08-31
Arkansas,77,2010-08-31
California,34,2010-08-31
Colorado,47,2010-08-31
Connecticut,65,2010-08-31
Delaware,51,2010-08-31
District of Columbia,59,2010-08-31
Florida,71,2010-08-31
Georgia,55,2010-08-31
Hawaii,61,2010-08-31
Idaho,38,2010-08-31
Illinois,47,2010-08-31
Indiana,52,2010-08-31
Iowa,74,2010-08-31
Kansas,73,2010-08-31
Kentucky,72,2010-08-31
Louisiana,64,2010-08-31
Maine,59,2010-08-31
Maryland,51,2010-08-31
Massachusetts,38,2010-08-31
Michigan,44,2010-08-31
Minnesota,59,2010-08-31
Mississippi,66,2010-08-31
Missouri,58,2010-08-31
Montana,81,2010-08-31
Nebraska,62,2010-08-31
Nevada,100,2010-08-31
New Hampshire,20,2010-08-31
New Jersey,54,2010-08-31
New Mexico,62,2010-08-31
New York,46,2010-08-31
North Carolina,77,2010-08-31
North Dakota,48,2010-08-31
Ohio,73,2010-08-31
Oklahoma,78,2010-08-31
Oregon,54,2010-08-31
Pennsylvania,47,2010-08-31
Rhode Island,56,2010-08-31
South Carolina,71,2010-08-31
South Dakota,57,2010-08-31
Tennessee,70,2010-08-31
Texas,50,2010-08-31
Utah,98,2010-08-31
Vermont,22,2010-08-31
Virginia,33,2010-08-31
Washington,56,2010-08-31
West Virginia,73,2010-08-31
Wisconsin,64,2010-08-31
Wyoming,100,2010-08-31
Alabama,50,2010-09-30
Alaska,69,2010-09-30
Arizona,84,2010-09-30
Arkansas,65,2010-09-30
California,33,2010-09-30
Colorado,65,2010-09-30
Connecticut,42,2010-09-30
Delaware,33,2010-09-30
District of Columbia,61,2010-09-30
Florida,73,2010-09-30
Georgia,65,2010-09-30
Hawaii,59,2010-09-30
Idaho,34,2010-09-30
Illinois,47,2010-09-30
Indiana,22,2010-09-30
Iowa,56,2010-09-30
Kansas,50,2010-09-30
Kentucky,68,2010-09-30
Louisiana,76,2010-09-30
Maine,57,2010-09-30
Maryland,50,2010-09-30
Massachusetts,48,2010-09-30
Michigan,52,2010-09-30
Minnesota,40,2010-09-30
Mississippi,65,2010-09-30
Missouri,73,2010-09-30
Montana,48,2010-09-30
Nebraska,30,2010-09-30
Nevada,63,2010-09-30
New Hampshire,13,2010-09-30
New Jersey,42,2010-09-30
New Mexico,77,2010-09-30
New York,32,2010-09-30
North Carolina,76,2010-09-30
North Dakota,62,2010-09-30
Ohio,45,2010-09-30
Oklahoma,100,2010-09-30
Oregon,56,2010-09-30
Pennsylvania,56,2010-09-30
Rhode Island,46,2010-09-30
South Carolina,41,2010-09-30
South Dakota,33,2010-09-30
Tennessee,73,2010-09-30
Texas,40,2010-09-30
Utah,49,2010-09-30
Vermont,22,2010-09-30
Virginia,26,2010-09-30
Washington,55,2010-09-30
West Virginia,15,2010-09-30
Wisconsin,32,2010-09-30
Wyoming,62,2010-09-30
Alabama,78,2010-10-31
Alaska,83,2010-10-31
Arizona,59,2010-10-31
Arkansas,56,2010-10-31
California,28,2010-10-31
Colorado,58,2010-10-31
Connecticut,28,2010-10-31
Delaware,16,2010-10-31
District of Columbia,45,2010-10-31
Florida,52,2010-10-31
Georgia,55,2010-10-31
Hawaii,28,2010-10-31
Idaho,92,2010-10-31
Illinois,44,2010-10-31
Indiana,37,2010-10-31
Iowa,48,2010-10-31
Kansas,53,2010-10-31
Kentucky,35,2010-10-31
Louisiana,40,2010-10-31
Maine,33,2010-10-31
Maryland,53,2010-10-31
Massachusetts,33,2010-10-31
Michigan,48,2010-10-31
Minnesota,46,2010-10-31
Mississippi,82,2010-10-31
Missouri,35,2010-10-31
Montana,43,2010-10-31
Nebraska,65,2010-10-31
Nevada,91,2010-10-31
New Hampshire,31,2010-10-31
New Jersey,44,2010-10-31
New Mexico,100,2010-10-31
New York,37,2010-10-31
North Carolina,59,2010-10-31
North Dakota,58,2010-10-31
Ohio,46,2010-10-31
Oklahoma,59,2010-10-31
Oregon,58,2010-10-31
Pennsylvania,40,2010-10-31
Rhode Island,25,2010-10-31
South Carolina,75,2010-10-31
South Dakota,59,2010-10-31
Tennessee,55,2010-10-31
Texas,39,2010-10-31
Utah,59,2010-10-31
Vermont,12,2010-10-31
Virginia,22,2010-10-31
Washington,56,2010-10-31
West Virginia,44,2010-10-31
Wisconsin,45,2010-10-31
Wyoming,54,2010-10-31
Alabama,31,2010-11-30
Alaska,8,2010-11-30
Arizona,48,2010-11-30
Arkansas,88,2010-11-30
California,25,2010-11-30
Colorado,63,2010-11-30
Connecticut,26,2010-11-30
Delaware,27,2010-11-30
District of Columbia,46,2010-11-30
Florida,46,2010-11-30
Georgia,46,2010-11-30
Hawaii,57,2010-11-30
Idaho,66,2010-11-30
Illinois,37,2010-11-30
Indiana,25,2010-11-30
Iowa,42,2010-11-30
Kansas,33,2010-11-30
Kentucky,26,2010-11-30
Louisiana,44,2010-11-30
Maine,29,2010-11-30
Maryland,42,2010-11-30
Massachusetts,24,2010-11-30
Michigan,36,2010-11-30
Minnesota,38,2010-11-30
Mississippi,38,2010-11-30
Missouri,34,2010-11-30
Montana,100,2010-11-30
Nebraska,75,2010-11-30
Nevada,55,2010-11-30
New Hampshire,65,2010-11-30
New Jersey,39,2010-11-30
New Mexico,37,2010-11-30
New York,28,2010-11-30
North Carolina,49,2010-11-30
North Dakota,87,2010-11-30
Ohio,37,2010-11-30
Oklahoma,68,2010-11-30
Oregon,43,2010-11-30
Pennsylvania,34,2010-11-30
Rhode Island,23,2010-11-30
South Carolina,24,2010-11-30
South Dakota,59,2010-11-30
Tennessee,42,2010-11-30
Texas,38,2010-11-30
Utah,45,2010-11-30
Vermont,18,2010-11-30
Virginia,22,2010-11-30
Washington,51,2010-11-30
West Virginia,13,2010-11-30
Wisconsin,37,2010-11-30
Wyoming,65,2010-11-30
Alabama,68,2010-12-31
Alaska,68,2010-12-31
Arizona,75,2010-12-31
Arkansas,82,2010-12-31
California,52,2010-12-31
Colorado,63,2010-12-31
Connecticut,46,2010-12-31
Delaware,74,2010-12-31
District of Columbia,63,2010-12-31
Florida,75,2010-12-31
Georgia,76,2010-12-31
Hawaii,44,2010-12-31
Idaho,73,2010-12-31
Illinois,49,2010-12-31
Indiana,54,2010-12-31
Iowa,55,2010-12-31
Kansas,68,2010-12-31
Kentucky,69,2010-12-31
Louisiana,88,2010-12-31
Maine,100,2010-12-31
Maryland,64,2010-12-31
Massachusetts,60,2010-12-31
Michigan,67,2010-12-31
Minnesota,66,2010-12-31
Mississippi,88,2010-12-31
Missouri,69,2010-12-31
Montana,79,2010-12-31
Nebraska,69,2010-12-31
Nevada,54,2010-12-31
New Hampshire,69,2010-12-31
New Jersey,47,2010-12-31
New Mexico,70,2010-12-31
New York,38,2010-12-31
North Carolina,82,2010-12-31
North Dakota,16,2010-12-31
Ohio,61,2010-12-31
Oklahoma,76,2010-12-31
Oregon,68,2010-12-31
Pennsylvania,48,2010-12-31
Rhode Island,22,2010-12-31
South Carolina,82,2010-12-31
South Dakota,63,2010-12-31
Tennessee,76,2010-12-31
Texas,50,2010-12-31
Utah,90,2010-12-31
Vermont,60,2010-12-31
Virginia,59,2010-12-31
Washington,63,2010-12-31
West Virginia,84,2010-12-31
Wisconsin,48,2010-12-31
Wyoming,80,2010-12-31
Alabama,59,2011-01-31
Alaska,35,2011-01-31
Arizona,62,2011-01-31
Arkansas,100,2011-01-31
California,46,2011-01-31
Colorado,52,2011-01-31
Connecticut,64,2011-01-31
Delaware,74,2011-01-31
District of Columbia,57,2011-01-31
Florida,70,2011-01-31
Georgia,78,2011-01-31
Hawaii,36,2011-01-31
Idaho,63,2011-01-31
Illinois,49,2011-01-31
Indiana,59,2011-01-31
Iowa,56,2011-01-31
Kansas,55,2011-01-31
Kentucky,59,2011-01-31
Louisiana,62,2011-01-31
Maine,58,2011-01-31
Maryland,64,2011-01-31
Massachusetts,45,2011-01-31
Michigan,57,2011-01-31
Minnesota,50,2011-01-31
Mississippi,58,2011-01-31
Missouri,66,2011-01-31
Montana,80,2011-01-31
Nebraska,80,2011-01-31
Nevada,81,2011-01-31
New Hampshire,58,2011-01-31
New Jersey,50,2011-01-31
New Mexico,76,2011-01-31
New York,35,2011-01-31
North Carolina,72,2011-01-31
North Dakota,40,2011-01-31
Ohio,55,2011-01-31
Oklahoma,74,2011-01-31
Oregon,43,2011-01-31
Pennsylvania,57,2011-01-31
Rhode Island,26,2011-01-31
South Carolina,78,2011-01-31
South Dakota,47,2011-01-31
Tennessee,72,2011-01-31
Texas,51,2011-01-31
Utah,67,2011-01-31
Vermont,68,2011-01-31
Virginia,60,2011-01-31
Washington,62,2011-01-31
West Virginia,39,2011-01-31
Wisconsin,56,2011-01-31
Wyoming,40,2011-01-31
Alabama,50,2011-02-28
Alaska,30,2011-02-28
Arizona,60,2011-02-28
Arkansas,100,2011-02-28
California,37,2011-02-28
Colorado,55,2011-02-28
Connecticut,38,2011-02-28
Delaware,45,2011-02-28
District of Columbia,32,2011-02-28
Florida,55,2011-02-28
Georgia,56,2011-02-28
Hawaii,29,2011-02-28
Idaho,91,2011-02-28
Illinois,42,2011-02-28
Indiana,44,2011-02-28
Iowa,61,2011-02-28
Kansas,54,2011-02-28
Kentucky,52,2011-02-28
Louisiana,59,2011-02-28
Maine,58,2011-02-28
Maryland,42,2011-02-28
Massachusetts,32,2011-02-28
Michigan,47,2011-02-28
Minnesota,46,2011-02-28
Mississippi,57,2011-02-28
Missouri,61,2011-02-28
Montana,68,2011-02-28
Nebraska,78,2011-02-28
Nevada,53,2011-02-28
New Hampshire,50,2011-02-28
New Jersey,45,2011-02-28
New Mexico,72,2011-02-28
New York,29,2011-02-28
North Carolina,60,2011-02-28
North Dakota,72,2011-02-28
Ohio,42,2011-02-28
Oklahoma,62,2011-02-28
Oregon,47,2011-02-28
Pennsylvania,43,2011-02-28
Rhode Island,23,2011-02-28
South Carolina,62,2011-02-28
South Dakota,35,2011-02-28
Tennessee,58,2011-02-28
Texas,40,2011-02-28
Utah,66,2011-02-28
Vermont,66,2011-02-28
Virginia,43,2011-02-28
Washington,40,2011-02-28
West Virginia,52,2011-02-28
Wisconsin,42,2011-02-28
Wyoming,31,2011-02-28
Alabama,86,2011-03-31
Alaska,47,2011-03-31
Arizona,80,2011-03-31
Arkansas,71,2011-03-31
California,53,2011-03-31
Colorado,60,2011-03-31
Connecticut,51,2011-03-31
Delaware,62,2011-03-31
District of Columbia,54,2011-03-31
Florida,65,2011-03-31
Georgia,71,2011-03-31
Hawaii,39,2011-03-31
Idaho,72,2011-03-31
Illinois,49,2011-03-31
Indiana,61,2011-03-31
Iowa,60,2011-03-31
Kansas,70,2011-03-31
Kentucky,60,2011-03-31
Louisiana,100,2011-03-31
Maine,63,2011-03-31
Maryland,62,2011-03-31
Massachusetts,40,2011-03-31
Michigan,67,2011-03-31
Minnesota,58,2011-03-31
Mississippi,56,2011-03-31
Missouri,73,2011-03-31
Montana,60,2011-03-31
Nebraska,89,2011-03-31
Nevada,49,2011-03-31
New Hampshire,81,2011-03-31
New Jersey,44,2011-03-31
New Mexico,63,2011-03-31
New York,31,2011-03-31
North Carolina,81,2011-03-31
North Dakota,49,2011-03-31
Ohio,50,2011-03-31
Oklahoma,64,2011-03-31
Oregon,62,2011-03-31
Pennsylvania,49,2011-03-31
Rhode Island,31,2011-03-31
South Carolina,73,2011-03-31
South Dakota,57,2011-03-31
Tennessee,82,2011-03-31
Texas,57,2011-03-31
Utah,69,2011-03-31
Vermont,45,2011-03-31
Virginia,59,2011-03-31
Washington,57,2011-03-31
West Virginia,61,2011-03-31
Wisconsin,49,2011-03-31
Wyoming,84,2011-03-31
Alabama,39,2011-04-30
Alaska,15,2011-04-30
Arizona,59,2011-04-30
Arkansas,63,2011-04-30
California,36,2011-04-30
Colorado,47,2011-04-30
Connecticut,30,2011-04-30
Delaware,70,2011-04-30
District of Columbia,31,2011-04-30
Florida,51,2011-04-30
Georgia,55,2011-04-30
Hawaii,50,2011-04-30
Idaho,79,2011-04-30
Illinois,32,2011-04-30
Indiana,41,2011-04-30
Iowa,34,2011-04-30
Kansas,55,2011-04-30
Kentucky,36,2011-04-30
Louisiana,67,2011-04-30
Maine,65,2011-04-30
Maryland,41,2011-04-30
Massachusetts,27,2011-04-30
Michigan,46,2011-04-30
Minnesota,39,2011-04-30
Mississippi,72,2011-04-30
Missouri,48,2011-04-30
Montana,38,2011-04-30
Nebraska,60,2011-04-30
Nevada,39,2011-04-30
New Hampshire,34,2011-04-30
New Jersey,27,2011-04-30
New Mexico,55,2011-04-30
New York,30,2011-04-30
North Carolina,53,2011-04-30
North Dakota,73,2011-04-30
Ohio,42,2011-04-30
Oklahoma,62,2011-04-30
Oregon,49,2011-04-30
Pennsylvania,40,2011-04-30
Rhode Island,28,2011-04-30
South Carolina,58,2011-04-30
South Dakota,48,2011-04-30
Tennessee,48,2011-04-30
Texas,38,2011-04-30
Utah,45,2011-04-30
Vermont,32,2011-04-30
Virginia,40,2011-04-30
Washington,35,2011-04-30
West Virginia,59,2011-04-30
Wisconsin,36,2011-04-30
Wyoming,100,2011-04-30
Alabama,78,2011-05-31
Alaska,56,2011-05-31
Arizona,64,2011-05-31
Arkansas,86,2011-05-31
California,43,2011-05-31
Colorado,49,2011-05-31
Connecticut,50,2011-05-31
