geoName,Real Estate Investment,year
New Hampshire,0,2010-05-31
New Jersey,5,2010-05-31
New Mexico,70,2010-05-31
New York,7,2010-05-31
North Carolina,0,2010-05-31
North Dakota,0,2010-05-31
Ohio,21,2010-05-31
Oklahoma,0,2010-05-31
Oregon,17,2010-05-31
Pennsylvania,0,2010-05-31
Rhode Island,0,2010-05-31
South Carolina,0,2010-05-31
South Dakota,100,2010-05-31
Tennessee,0,2010-05-31
Texas,0,2010-05-31
Utah,0,2010-05-31
Vermont,0,2010-05-31
Virginia,5,2010-05-31
Washington,8,2010-05-31
West Virginia,0,2010-05-31
Wisconsin,14,2010-05-31
Wyoming,0,2010-05-31
Alabama,60,2010-06-30
Alaska,0,2010-06-30
Arizona,25,2010-06-30
Arkansas,0,2010-06-30
California,20,2010-06-30
Colorado,51,2010-06-30
Connecticut,0,2010-06-30
Delaware,0,2010-06-30
District of Columbia,89,2010-06-30
Florida,0,2010-06-30
Georgia,26,2010-06-30
Hawaii,0,2010-06-30
Idaho,0,2010-06-30
Illinois,13,2010-06-30
Indiana,100,2010-06-30
Iowa,0,2010-06-30
Kansas,64,2010-06-30
Kentucky,0,2010-06-30
Louisiana,0,2010-06-30
Maine,0,2010-06-30
Maryland,0,2010-06-30
Massachusetts,41,2010-06-30
Michigan,23,2010-06-30
Minnesota,26,2010-06-30
Mississippi,0,2010-06-30
Missouri,0,2010-06-30
Montana,0,2010-06-30
Nebraska,0,2010-06-30
Nevada,0,2010-06-30
New Hampshire,0,2010-06-30
New Jersey,35,2010-06-30
New Mexico,0,2010-06-30
New York,23,2010-06-30
North Carolina,0,2010-06-30
North Dakota,0,2010-06-30
Ohio,15,2010-06-30
Oklahoma,66,2010-06-30
Oregon,0,2010-06-30
Pennsylvania,0,2010-06-30
Rhode Island,0,2010-06-30
South Carolina,62,2010-06-30
South Dakota,0,2010-06-30
Tennessee,0,2010-06-30
Texas,11,2010-06-30
Utah,0,2010-06-30
Vermont,0,2010-06-30
Virginia,11,2010-06-30
Washington,35,2010-06-30
West Virginia,0,2010-06-30
Wisconsin,33,2010-06-30
Wyoming,0,2010-06-30
Alabama,0,2010-07-31
Alaska,0,2010-07-31
Arizona,75,2010-07-31
Arkansas,0,2010-07-31
California,18,2010-07-31
Colorado,39,2010-07-31
Connecticut,0,2010-07-31
Delaware,0,2010-07-31
District of Columbia,36,2010-07-31
Florida,80,2010-07-31
Georgia,0,2010-07-31
Hawaii,0,2010-07-31
Idaho,0,2010-07-31
Illinois,0,2010-07-31
Indiana,0,2010-07-31
Iowa,0,2010-07-31
Kansas,0,2010-07-31
Kentucky,81,2010-07-31
Louisiana,0,2010-07-31
Maine,0,2010-07-31
Maryland,0,2010-07-31
Massachusetts,64,2010-07-31
Michigan,36,2010-07-31
Minnesota,0,2010-07-31
Mississippi,0,2010-07-31
Missouri,0,2010-07-31
Montana,0,2010-07-31
Nebraska,0,2010-07-31
Nevada,0,2010-07-31
New Hampshire,0,2010-07-31
New Jersey,0,2010-07-31
New Mexico,0,2010-07-31
New York,63,2010-07-31
North Carolina,0,2010-07-31
North Dakota,0,2010-07-31
Ohio,48,2010-07-31
Oklahoma,100,2010-07-31
Oregon,0,2010-07-31
Pennsylvania,21,2010-07-31
Rhode Island,0,2010-07-31
South Carolina,0,2010-07-31
South Dakota,0,2010-07-31
Tennessee,56,2010-07-31
Texas,0,2010-07-31
Utah,0,2010-07-31
Vermont,0,2010-07-31
Virginia,17,2010-07-31
Washington,28,2010-07-31
West Virginia,0,2010-07-31
Wisconsin,52,2010-07-31
Wyoming,0,2010-07-31
Alabama,0,2010-08-31
Alaska,0,2010-08-31
Arizona,43,2010-08-31
Arkansas,100,2010-08-31
California,13,2010-08-31
Colorado,0,2010-08-31
Connecticut,0,2010-08-31
Delaware,0,2010-08-31
District of Columbia,79,2010-08-31
Florida,16,2010-08-31
Georgia,23,2010-08-31
Hawaii,94,2010-08-31
Idaho,0,2010-08-31
Illinois,35,2010-08-31
Indiana,0,2010-08-31
Iowa,0,2010-08-31
Kansas,0,2010-08-31
Kentucky,0,2010-08-31
Louisiana,50,2010-08-31
Maine,0,2010-08-31
Maryland,0,2010-08-31
Massachusetts,60,2010-08-31
Michigan,0,2010-08-31
Minnesota,0,2010-08-31
Mississippi,0,2010-08-31
Missouri,0,2010-08-31
Montana,0,2010-08-31
Nebraska,0,2010-08-31
Nevada,0,2010-08-31
New Hampshire,0,2010-08-31
New Jersey,23,2010-08-31
New Mexico,0,2010-08-31
New York,25,2010-08-31
North Carolina,16,2010-08-31
North Dakota,0,2010-08-31
Ohio,14,2010-08-31
Oklahoma,0,2010-08-31
Oregon,0,2010-08-31
Pennsylvania,12,2010-08-31
Rhode Island,0,2010-08-31
South Carolina,53,2010-08-31
South Dakota,0,2010-08-31
Tennessee,0,2010-08-31
Texas,9,2010-08-31
Utah,0,2010-08-31
Vermont,0,2010-08-31
Virginia,10,2010-08-31
Washington,32,2010-08-31
West Virginia,0,2010-08-31
Wisconsin,56,2010-08-31
Wyoming,0,2010-08-31
Alabama,39,2010-09-30
Alaska,0,2010-09-30
Arizona,0,2010-09-30
Arkansas,0,2010-09-30
California,7,2010-09-30
Colorado,16,2010-09-30
Connecticut,0,2010-09-30
Delaware,0,2010-09-30
District of Columbia,0,2010-09-30
Florida,12,2010-09-30
Georgia,8,2010-09-30
Hawaii,0,2010-09-30
Idaho,100,2010-09-30
Illinois,17,2010-09-30
Indiana,29,2010-09-30
Iowa,60,2010-09-30
Kansas,0,2010-09-30
Kentucky,0,2010-09-30
Louisiana,37,2010-09-30
Maine,0,2010-09-30
Maryland,19,2010-09-30
Massachusetts,9,2010-09-30
Michigan,0,2010-09-30
Minnesota,17,2010-09-30
Mississippi,69,2010-09-30
Missouri,0,2010-09-30
Montana,0,2010-09-30
Nebraska,0,2010-09-30
Nevada,0,2010-09-30
New Hampshire,0,2010-09-30
New Jersey,16,2010-09-30
New Mexico,0,2010-09-30
New York,14,2010-09-30
North Carolina,12,2010-09-30
North Dakota,0,2010-09-30
Ohio,20,2010-09-30
Oklahoma,0,2010-09-30
Oregon,0,2010-09-30
Pennsylvania,9,2010-09-30
Rhode Island,0,2010-09-30
South Carolina,40,2010-09-30
South Dakota,0,2010-09-30
Tennessee,0,2010-09-30
Texas,10,2010-09-30
Utah,0,2010-09-30
Vermont,0,2010-09-30
Virginia,9,2010-09-30
Washington,11,2010-09-30
West Virginia,0,2010-09-30
Wisconsin,21,2010-09-30
Wyoming,0,2010-09-30
Alabama,0,2010-10-31
Alaska,0,2010-10-31
Arizona,39,2010-10-31
Arkansas,0,2010-10-31
California,6,2010-10-31
Colorado,0,2010-10-31
Connecticut,0,2010-10-31
Delaware,0,2010-10-31
District of Columbia,0,2010-10-31
Florida,24,2010-10-31
Georgia,20,2010-10-31
Hawaii,0,2010-10-31
Idaho,0,2010-10-31
Illinois,7,2010-10-31
Indiana,0,2010-10-31
Iowa,49,2010-10-31
Kansas,0,2010-10-31
Kentucky,0,2010-10-31
Louisiana,31,2010-10-31
Maine,0,2010-10-31
Maryland,0,2010-10-31
Massachusetts,22,2010-10-31
Michigan,0,2010-10-31
Minnesota,0,2010-10-31
Mississippi,0,2010-10-31
Missouri,12,2010-10-31
Montana,0,2010-10-31
Nebraska,0,2010-10-31
Nevada,0,2010-10-31
New Hampshire,0,2010-10-31
New Jersey,0,2010-10-31
New Mexico,0,2010-10-31
New York,15,2010-10-31
North Carolina,10,2010-10-31
North Dakota,0,2010-10-31
Ohio,0,2010-10-31
Oklahoma,0,2010-10-31
Oregon,0,2010-10-31
Pennsylvania,7,2010-10-31
Rhode Island,63,2010-10-31
South Carolina,0,2010-10-31
South Dakota,100,2010-10-31
Tennessee,0,2010-10-31
Texas,8,2010-10-31
Utah,0,2010-10-31
Vermont,0,2010-10-31
Virginia,7,2010-10-31
Washington,0,2010-10-31
West Virginia,0,2010-10-31
Wisconsin,0,2010-10-31
Wyoming,0,2010-10-31
Alabama,0,2010-11-30
Alaska,0,2010-11-30
Arizona,34,2010-11-30
Arkansas,0,2010-11-30
California,17,2010-11-30
Colorado,34,2010-11-30
Connecticut,0,2010-11-30
Delaware,0,2010-11-30
District of Columbia,0,2010-11-30
Florida,12,2010-11-30
Georgia,17,2010-11-30
Hawaii,0,2010-11-30
Idaho,0,2010-11-30
Illinois,18,2010-11-30
Indiana,0,2010-11-30
Iowa,0,2010-11-30
Kansas,0,2010-11-30
Kentucky,71,2010-11-30
Louisiana,0,2010-11-30
Maine,0,2010-11-30
Maryland,42,2010-11-30
Massachusetts,0,2010-11-30
Michigan,31,2010-11-30
Minnesota,0,2010-11-30
Mississippi,0,2010-11-30
Missouri,0,2010-11-30
Montana,0,2010-11-30
Nebraska,0,2010-11-30
Nevada,91,2010-11-30
New Hampshire,0,2010-11-30
New Jersey,18,2010-11-30
New Mexico,0,2010-11-30
New York,23,2010-11-30
North Carolina,0,2010-11-30
North Dakota,0,2010-11-30
Ohio,83,2010-11-30
Oklahoma,92,2010-11-30
Oregon,0,2010-11-30
Pennsylvania,36,2010-11-30
Rhode Island,0,2010-11-30
South Carolina,0,2010-11-30
South Dakota,0,2010-11-30
Tennessee,100,2010-11-30
Texas,15,2010-11-30
Utah,96,2010-11-30
Vermont,0,2010-11-30
Virginia,5,2010-11-30
Washington,47,2010-11-30
West Virginia,0,2010-11-30
Wisconsin,44,2010-11-30
Wyoming,0,2010-11-30
Alabama,0,2010-12-31
Alaska,0,2010-12-31
Arizona,59,2010-12-31
Arkansas,0,2010-12-31
California,15,2010-12-31
Colorado,24,2010-12-31
Connecticut,0,2010-12-31
Delaware,100,2010-12-31
District of Columbia,86,2010-12-31
Florida,8,2010-12-31
Georgia,19,2010-12-31
Hawaii,0,2010-12-31
Idaho,0,2010-12-31
Illinois,28,2010-12-31
Indiana,0,2010-12-31
Iowa,0,2010-12-31
Kansas,0,2010-12-31
Kentucky,0,2010-12-31
Louisiana,0,2010-12-31
Maine,0,2010-12-31
Maryland,36,2010-12-31
Massachusetts,8,2010-12-31
Michigan,9,2010-12-31
Minnesota,0,2010-12-31
Mississippi,0,2010-12-31
Missouri,43,2010-12-31
Montana,0,2010-12-31
Nebraska,0,2010-12-31
Nevada,69,2010-12-31
New Hampshire,0,2010-12-31
New Jersey,15,2010-12-31
New Mexico,0,2010-12-31
New York,21,2010-12-31
North Carolina,32,2010-12-31
North Dakota,0,2010-12-31
Ohio,22,2010-12-31
Oklahoma,0,2010-12-31
Oregon,17,2010-12-31
Pennsylvania,24,2010-12-31
Rhode Island,67,2010-12-31
South Carolina,0,2010-12-31
South Dakota,0,2010-12-31
Tennessee,16,2010-12-31
Texas,15,2010-12-31
Utah,58,2010-12-31
Vermont,0,2010-12-31
Virginia,15,2010-12-31
Washington,27,2010-12-31
West Virginia,0,2010-12-31
Wisconsin,15,2010-12-31
Wyoming,0,2010-12-31
Alabama,13,2011-01-31
Alaska,0,2011-01-31
Arizona,25,2011-01-31
Arkansas,0,2011-01-31
California,7,2011-01-31
Colorado,0,2011-01-31
Connecticut,0,2011-01-31
Delaware,0,2011-01-31
District of Columbia,11,2011-01-31
Florida,2,2011-01-31
Georgia,3,2011-01-31
Hawaii,28,2011-01-31
Idaho,100,2011-01-31
Illinois,12,2011-01-31
Indiana,0,2011-01-31
Iowa,0,2011-01-31
Kansas,32,2011-01-31
Kentucky,0,2011-01-31
Louisiana,13,2011-01-31
Maine,0,2011-01-31
Maryland,13,2011-01-31
Massachusetts,16,2011-01-31
Michigan,14,2011-01-31
Minnesota,6,2011-01-31
Mississippi,0,2011-01-31
Missouri,0,2011-01-31
Montana,0,2011-01-31
Nebraska,0,2011-01-31
Nevada,0,2011-01-31
New Hampshire,0,2011-01-31
New Jersey,8,2011-01-31
New Mexico,29,2011-01-31
New York,5,2011-01-31
North Carolina,4,2011-01-31
North Dakota,0,2011-01-31
Ohio,11,2011-01-31
Oklahoma,32,2011-01-31
Oregon,9,2011-01-31
Pennsylvania,0,2011-01-31
Rhode Island,0,2011-01-31
South Carolina,12,2011-01-31
South Dakota,0,2011-01-31
Tennessee,0,2011-01-31
Texas,10,2011-01-31
Utah,15,2011-01-31
Vermont,0,2011-01-31
Virginia,4,2011-01-31
Washington,10,2011-01-31
West Virginia,0,2011-01-31
Wisconsin,8,2011-01-31
Wyoming,0,2011-01-31
Alabama,0,2011-02-28
Alaska,0,2011-02-28
Arizona,9,2011-02-28
Arkansas,0,2011-02-28
California,14,2011-02-28
Colorado,9,2011-02-28
Connecticut,15,2011-02-28
Delaware,0,2011-02-28
District of Columbia,49,2011-02-28
Florida,18,2011-02-28
Georgia,10,2011-02-28
Hawaii,0,2011-02-28
Idaho,100,2011-02-28
Illinois,18,2011-02-28
Indiana,0,2011-02-28
Iowa,0,2011-02-28
Kansas,0,2011-02-28
Kentucky,0,2011-02-28
Louisiana,20,2011-02-28
Maine,0,2011-02-28
Maryland,19,2011-02-28
Massachusetts,24,2011-02-28
Michigan,7,2011-02-28
Minnesota,9,2011-02-28
Mississippi,0,2011-02-28
Missouri,23,2011-02-28
Montana,0,2011-02-28
Nebraska,32,2011-02-28
Nevada,55,2011-02-28
New Hampshire,0,2011-02-28
New Jersey,0,2011-02-28
New Mexico,0,2011-02-28
New York,9,2011-02-28
North Carolina,0,2011-02-28
North Dakota,0,2011-02-28
Ohio,0,2011-02-28
Oklahoma,25,2011-02-28
Oregon,0,2011-02-28
Pennsylvania,5,2011-02-28
Rhode Island,51,2011-02-28
South Carolina,18,2011-02-28
South Dakota,0,2011-02-28
Tennessee,12,2011-02-28
Texas,8,2011-02-28
Utah,44,2011-02-28
Vermont,0,2011-02-28
Virginia,0,2011-02-28
Washington,7,2011-02-28
West Virginia,0,2011-02-28
Wisconsin,0,2011-02-28
Wyoming,0,2011-02-28
Alabama,39,2011-03-31
Alaska,0,2011-03-31
Arizona,17,2011-03-31
Arkansas,0,2011-03-31
California,12,2011-03-31
Colorado,35,2011-03-31
Connecticut,0,2011-03-31
Delaware,0,2011-03-31
District of Columbia,59,2011-03-31
Florida,23,2011-03-31
Georgia,57,2011-03-31
Hawaii,0,2011-03-31
Idaho,95,2011-03-31
Illinois,14,2011-03-31
Indiana,24,2011-03-31
Iowa,0,2011-03-31
Kansas,0,2011-03-31
Kentucky,0,2011-03-31
Louisiana,0,2011-03-31
Maine,0,2011-03-31
Maryland,0,2011-03-31
Massachusetts,0,2011-03-31
Michigan,25,2011-03-31
Minnesota,16,2011-03-31
Mississippi,0,2011-03-31
Missouri,0,2011-03-31
Montana,0,2011-03-31
Nebraska,65,2011-03-31
Nevada,0,2011-03-31
New Hampshire,0,2011-03-31
New Jersey,12,2011-03-31
New Mexico,84,2011-03-31
New York,25,2011-03-31
North Carolina,24,2011-03-31
North Dakota,0,2011-03-31
Ohio,11,2011-03-31
Oklahoma,0,2011-03-31
Oregon,0,2011-03-31
Pennsylvania,9,2011-03-31
Rhode Island,100,2011-03-31
South Carolina,0,2011-03-31
South Dakota,0,2011-03-31
Tennessee,24,2011-03-31
Texas,8,2011-03-31
Utah,0,2011-03-31
Vermont,0,2011-03-31
Virginia,0,2011-03-31
Washington,0,2011-03-31
West Virginia,0,2011-03-31
Wisconsin,89,2011-03-31
Wyoming,0,2011-03-31
Alabama,0,2011-04-30
Alaska,0,2011-04-30
Arizona,17,2011-04-30
Arkansas,0,2011-04-30
California,22,2011-04-30
Colorado,56,2011-04-30
Connecticut,31,2011-04-30
Delaware,0,2011-04-30
District of Columbia,25,2011-04-30
Florida,24,2011-04-30
Georgia,20,2011-04-30
Hawaii,85,2011-04-30
Idaho,100,2011-04-30
Illinois,50,2011-04-30
Indiana,26,2011-04-30
Iowa,0,2011-04-30
Kansas,0,2011-04-30
Kentucky,41,2011-04-30
Louisiana,41,2011-04-30
Maine,0,2011-04-30
Maryland,39,2011-04-30
Massachusetts,12,2011-04-30
Michigan,0,2011-04-30
Minnesota,0,2011-04-30
Mississippi,81,2011-04-30
Missouri,0,2011-04-30
Montana,0,2011-04-30
Nebraska,76,2011-04-30
Nevada,0,2011-04-30
New Hampshire,0,2011-04-30
New Jersey,0,2011-04-30
New Mexico,0,2011-04-30
New York,48,2011-04-30
North Carolina,12,2011-04-30
North Dakota,0,2011-04-30
Ohio,23,2011-04-30
Oklahoma,50,2011-04-30
Oregon,0,2011-04-30
Pennsylvania,29,2011-04-30
Rhode Island,0,2011-04-30
South Carolina,0,2011-04-30
South Dakota,0,2011-04-30
Tennessee,0,2011-04-30
Texas,16,2011-04-30
Utah,0,2011-04-30
Vermont,0,2011-04-30
Virginia,0,2011-04-30
Washington,52,2011-04-30
West Virginia,0,2011-04-30
Wisconsin,0,2011-04-30
Wyoming,0,2011-04-30
Alabama,0,2011-05-31
Alaska,0,2011-05-31
Arizona,11,2011-05-31
Arkansas,0,2011-05-31
California,14,2011-05-31
Colorado,0,2011-05-31
Connecticut,18,2011-05-31
Delaware,0,2011-05-31
District of Columbia,27,2011-05-31
Florida,21,2011-05-31
Georgia,17,2011-05-31
Hawaii,50,2011-05-31
Idaho,0,2011-05-31
Illinois,8,2011-05-31
Indiana,0,2011-05-31
Iowa,29,2011-05-31
Kansas,30,2011-05-31
Kentucky,0,2011-05-31
Louisiana,0,2011-05-31
Maine,0,2011-05-31
Maryland,22,2011-05-31
Massachusetts,0,2011-05-31
Michigan,0,2011-05-31
Minnesota,10,2011-05-31
Mississippi,0,2011-05-31
Missouri,0,2011-05-31
Montana,100,2011-05-31
Nebraska,46,2011-05-31
Nevada,31,2011-05-31
New Hampshire,0,2011-05-31
New Jersey,28,2011-05-31
New Mexico,0,2011-05-31
New York,8,2011-05-31
North Carolina,7,2011-05-31
North Dakota,0,2011-05-31
Ohio,7,2011-05-31
Oklahoma,0,2011-05-31
Oregon,0,2011-05-31
Pennsylvania,6,2011-05-31
Rhode Island,0,2011-05-31
South Carolina,22,2011-05-31
South Dakota,0,2011-05-31
Tennessee,0,2011-05-31
Texas,14,2011-05-31
Utah,0,2011-05-31
Vermont,0,2011-05-31
Virginia,8,2011-05-31
Washington,7,2011-05-31
West Virginia,0,2011-05-31
Wisconsin,57,2011-05-31
Wyoming,0,2011-05-31
Alabama,0,2011-06-30
Alaska,0,2011-06-30
Arizona,0,2011-06-30
Arkansas,0,2011-06-30
California,10,2011-06-30
Colorado,0,2011-06-30
Connecticut,14,2011-06-30
Delaware,0,2011-06-30
District of Columbia,21,2011-06-30
Florida,15,2011-06-30
Georgia,8,2011-06-30
Hawaii,37,2011-06-30
Idaho,48,2011-06-30
Illinois,6,2011-06-30
Indiana,0,2011-06-30
Iowa,0,2011-06-30
Kansas,22,2011-06-30
Kentucky,18,2011-06-30
Louisiana,38,2011-06-30
Maine,0,2011-06-30
Maryland,8,2011-06-30
Massachusetts,11,2011-06-30
Michigan,12,2011-06-30
Minnesota,0,2011-06-30
Mississippi,0,2011-06-30
Missouri,10,2011-06-30
Montana,0,2011-06-30
Nebraska,0,2011-06-30
Nevada,0,2011-06-30
New Hampshire,0,2011-06-30
New Jersey,11,2011-06-30
New Mexico,0,2011-06-30
New York,14,2011-06-30
North Carolina,5,2011-06-30
North Dakota,100,2011-06-30
Ohio,0,2011-06-30
Oklahoma,22,2011-06-30
Oregon,24,2011-06-30
Pennsylvania,17,2011-06-30
Rhode Island,48,2011-06-30
South Carolina,32,2011-06-30
South Dakota,0,2011-06-30
Tennessee,11,2011-06-30
Texas,10,2011-06-30
Utah,0,2011-06-30
Vermont,0,2011-06-30
Virginia,18,2011-06-30
Washington,12,2011-06-30
West Virginia,0,2011-06-30
Wisconsin,31,2011-06-30
Wyoming,0,2011-06-30
Alabama,0,2011-07-31
Alaska,0,2011-07-31
Arizona,0,2011-07-31
Arkansas,0,2011-07-31
California,16,2011-07-31
Colorado,22,2011-07-31
Connecticut,0,2011-07-31
Delaware,0,2011-07-31
District of Columbia,0,2011-07-31
Florida,6,2011-07-31
Georgia,5,2011-07-31
Hawaii,0,2011-07-31
Idaho,0,2011-07-31
Illinois,4,2011-07-31
Indiana,30,2011-07-31
Iowa,53,2011-07-31
Kansas,28,2011-07-31
Kentucky,23,2011-07-31
Louisiana,23,2011-07-31
Maine,0,2011-07-31
Maryland,0,2011-07-31
Massachusetts,40,2011-07-31
Michigan,14,2011-07-31
Minnesota,19,2011-07-31
Mississippi,0,2011-07-31
Missouri,13,2011-07-31
Montana,100,2011-07-31
Nebraska,0,2011-07-31
Nevada,30,2011-07-31
New Hampshire,0,2011-07-31
New Jersey,21,2011-07-31
New Mexico,51,2011-07-31
New York,25,2011-07-31
North Carolina,7,2011-07-31
North Dakota,0,2011-07-31
Ohio,0,2011-07-31
Oklahoma,23,2011-07-31
Oregon,30,2011-07-31
Pennsylvania,27,2011-07-31
Rhode Island,0,2011-07-31
South Carolina,20,2011-07-31
South Dakota,0,2011-07-31
Tennessee,28,2011-07-31
Texas,18,2011-07-31
Utah,27,2011-07-31
Vermont,0,2011-07-31
Virginia,38,2011-07-31
Washington,16,2011-07-31
West Virginia,0,2011-07-31
Wisconsin,0,2011-07-31
Wyoming,0,2011-07-31
Alabama,0,2011-08-31
Alaska,0,2011-08-31
Arizona,0,2011-08-31
Arkansas,0,2011-08-31
California,44,2011-08-31
Colorado,0,2011-08-31
Connecticut,36,2011-08-31
Delaware,0,2011-08-31
District of Columbia,0,2011-08-31
Florida,33,2011-08-31
Georgia,57,2011-08-31
Hawaii,0,2011-08-31
Idaho,0,2011-08-31
Illinois,8,2011-08-31
Indiana,0,2011-08-31
Iowa,0,2011-08-31
Kansas,0,2011-08-31
Kentucky,47,2011-08-31
Louisiana,0,2011-08-31
Maine,0,2011-08-31
Maryland,44,2011-08-31
Massachusetts,28,2011-08-31
Michigan,0,2011-08-31
Minnesota,38,2011-08-31
Mississippi,0,2011-08-31
Missouri,27,2011-08-31
Montana,0,2011-08-31
Nebraska,0,2011-08-31
Nevada,0,2011-08-31
New Hampshire,0,2011-08-31
New Jersey,45,2011-08-31
New Mexico,0,2011-08-31
New York,36,2011-08-31
North Carolina,15,2011-08-31
North Dakota,0,2011-08-31
Ohio,0,2011-08-31
Oklahoma,100,2011-08-31
Oregon,30,2011-08-31
Pennsylvania,22,2011-08-31
Rhode Island,0,2011-08-31
South Carolina,40,2011-08-31
South Dakota,0,2011-08-31
Tennessee,29,2011-08-31
Texas,5,2011-08-31
Utah,0,2011-08-31
Vermont,0,2011-08-31
Virginia,0,2011-08-31
Washington,52,2011-08-31
West Virginia,0,2011-08-31
Wisconsin,0,2011-08-31
Wyoming,0,2011-08-31
Alabama,0,2011-09-30
Alaska,0,2011-09-30
Arizona,45,2011-09-30
Arkansas,0,2011-09-30
California,17,2011-09-30
Colorado,29,2011-09-30
Connecticut,100,2011-09-30
Delaware,0,2011-09-30
District of Columbia,20,2011-09-30
Florida,18,2011-09-30
Georgia,8,2011-09-30
Hawaii,0,2011-09-30
Idaho,0,2011-09-30
Illinois,12,2011-09-30
Indiana,41,2011-09-30
Iowa,0,2011-09-30
Kansas,0,2011-09-30
Kentucky,0,2011-09-30
Louisiana,0,2011-09-30
Maine,0,2011-09-30
Maryland,15,2011-09-30
Massachusetts,47,2011-09-30
Michigan,30,2011-09-30
Minnesota,0,2011-09-30
Mississippi,0,2011-09-30
Missouri,38,2011-09-30
Montana,0,2011-09-30
Nebraska,0,2011-09-30
Nevada,44,2011-09-30
New Hampshire,0,2011-09-30
New Jersey,42,2011-09-30
New Mexico,0,2011-09-30
New York,24,2011-09-30
North Carolina,0,2011-09-30
North Dakota,0,2011-09-30
Ohio,45,2011-09-30
Oklahoma,0,2011-09-30
Oregon,20,2011-09-30
Pennsylvania,8,2011-09-30
Rhode Island,0,2011-09-30
South Carolina,0,2011-09-30
South Dakota,0,2011-09-30
Tennessee,20,2011-09-30
Texas,22,2011-09-30
Utah,0,2011-09-30
Vermont,0,2011-09-30
Virginia,53,2011-09-30
Washington,23,2011-09-30
West Virginia,0,2011-09-30
Wisconsin,57,2011-09-30
Wyoming,0,2011-09-30
Alabama,0,2011-10-31
Alaska,0,2011-10-31
Arizona,32,2011-10-31
Arkansas,0,2011-10-31
California,15,2011-10-31
Colorado,16,2011-10-31
Connecticut,0,2011-10-31
Delaware,0,2011-10-31
District of Columbia,22,2011-10-31
Florida,21,2011-10-31
Georgia,0,2011-10-31
Hawaii,0,2011-10-31
Idaho,90,2011-10-31
Illinois,6,2011-10-31
Indiana,0,2011-10-31
Iowa,0,2011-10-31
Kansas,0,2011-10-31
Kentucky,0,2011-10-31
Louisiana,0,2011-10-31
Maine,0,2011-10-31
Maryland,16,2011-10-31
Massachusetts,10,2011-10-31
Michigan,0,2011-10-31
Minnesota,31,2011-10-31
Mississippi,0,2011-10-31
Missouri,60,2011-10-31
Montana,0,2011-10-31
Nebraska,0,2011-10-31
Nevada,91,2011-10-31
New Hampshire,0,2011-10-31
New Jersey,11,2011-10-31
New Mexico,0,2011-10-31
New York,27,2011-10-31
North Carolina,11,2011-10-31
North Dakota,0,2011-10-31
Ohio,30,2011-10-31
Oklahoma,0,2011-10-31
Oregon,0,2011-10-31
Pennsylvania,0,2011-10-31
Rhode Island,0,2011-10-31
South Carolina,32,2011-10-31
South Dakota,0,2011-10-31
Tennessee,21,2011-10-31
Texas,13,2011-10-31
Utah,0,2011-10-31
Vermont,0,2011-10-31
Virginia,36,2011-10-31
Washington,0,2011-10-31
West Virginia,100,2011-10-31
Wisconsin,0,2011-10-31
Wyoming,0,2011-10-31
Alabama,40,2011-11-30
Alaska,0,2011-11-30
Arizona,54,2011-11-30
Arkansas,76,2011-11-30
California,32,2011-11-30
Colorado,0,2011-11-30
Connecticut,59,2011-11-30
Delaware,0,2011-11-30
District of Columbia,95,2011-11-30
Florida,11,2011-11-30
Georgia,9,2011-11-30
Hawaii,0,2011-11-30
Idaho,100,2011-11-30
Illinois,6,2011-11-30
Indiana,0,2011-11-30
Iowa,0,2011-11-30
Kansas,0,2011-11-30
Kentucky,0,2011-11-30
Louisiana,0,2011-11-30
Maine,0,2011-11-30
Maryland,52,2011-11-30
Massachusetts,56,2011-11-30
Michigan,13,2011-11-30
Minnesota,18,2011-11-30
Mississippi,0,2011-11-30
Missouri,22,2011-11-30
Montana,0,2011-11-30
Nebraska,48,2011-11-30
Nevada,0,2011-11-30
New Hampshire,0,2011-11-30
New Jersey,0,2011-11-30
New Mexico,0,2011-11-30
New York,35,2011-11-30
North Carolina,24,2011-11-30
North Dakota,0,2011-11-30
Ohio,11,2011-11-30
Oklahoma,0,2011-11-30
Oregon,27,2011-11-30
Pennsylvania,27,2011-11-30
Rhode Island,0,2011-11-30
South Carolina,0,2011-11-30
South Dakota,0,2011-11-30
Tennessee,24,2011-11-30
Texas,14,2011-11-30
Utah,0,2011-11-30
Vermont,0,2011-11-30
Virginia,26,2011-11-30
Washington,61,2011-11-30
West Virginia,0,2011-11-30
Wisconsin,23,2011-11-30
Wyoming,0,2011-11-30
Alabama,0,2011-12-31
Alaska,0,2011-12-31
Arizona,0,2011-12-31
Arkansas,87,2011-12-31
California,41,2011-12-31
Colorado,21,2011-12-31
Connecticut,0,2011-12-31
Delaware,0,2011-12-31
District of Columbia,57,2011-12-31
Florida,33,2011-12-31
Georgia,11,2011-12-31
Hawaii,100,2011-12-31
Idaho,0,2011-12-31
Illinois,7,2011-12-31
Indiana,59,2011-12-31
Iowa,0,2011-12-31
Kansas,0,2011-12-31
Kentucky,35,2011-12-31
Louisiana,46,2011-12-31
Maine,0,2011-12-31
Maryland,41,2011-12-31
Massachusetts,52,2011-12-31
Michigan,59,2011-12-31
Minnesota,0,2011-12-31
Mississippi,0,2011-12-31
Missouri,0,2011-12-31
Montana,0,2011-12-31
Nebraska,52,2011-12-31
Nevada,50,2011-12-31
New Hampshire,96,2011-12-31
