region,sub_region,State,FIPS_State_code,year,month,total_number_hpa
West,Pacific,Alaska,2,2010,December,28
West,Pacific,California,6,2010,December,6144
West,Pacific,Hawaii,15,2010,December,168
West,Pacific,Oregon,41,2010,December,720
West,Pacific,Washington,53,2010,December,1696
North East,New England,Connecticut,9,2011,January,133
North East,New England,Maine,23,2011,January,126
North East,New England,Massachusetts,25,2011,January,368
North East,New England,New Hampshire,33,2011,January,103
North East,New England,Rhode Island,44,2011,January,30
North East,New England,Vermont,50,2011,January,30
North East,mid atlantic,New Jersey,34,2011,January,922
North East,mid atlantic,New York,36,2011,January,1454
North East,mid atlantic,Pennsylvania,42,2011,January,1417
Midwest,East North Central,Illinois,17,2011,January,833
Midwest,East North Central,Indiana,18,2011,January,626
Midwest,East North Central,Michigan,26,2011,January,373
Midwest,East North Central,Ohio,39,2011,January,687
Midwest,East North Central,Wisconsin,55,2011,January,527
Midwest,West North Central,Iowa,19,2011,January,173
Midwest,West North Central,Kansas,20,2011,January,318
Midwest,West North Central,Minnesota,27,2011,January,246
Midwest,West North Central,Missouri,29,2011,January,318
Midwest,West North Central,Nebraska,31,2011,January,141
Midwest,West North Central,North Dakota,38,2011,January,58
Midwest,West North Central,South Dakota,46,2011,January,57
South,South Atlantic,Delaware,10,2011,January,240
South,South Atlantic,District of Columbia,11,2011,January,472
South,South Atlantic,Florida,12,2011,January,3039
South,South Atlantic,Georgia,13,2011,January,1161
South,South Atlantic,Maryland,24,2011,January,752
South,South Atlantic,North Carolina,37,2011,January,2034
South,South Atlantic,South Carolina,45,2011,January,915
South,South Atlantic,Virginia,51,2011,January,1677
South,South Atlantic,West Virginia,54,2011,January,75
South,East South Central,Alabama,1,2011,January,992
South,East South Central,Kentucky,21,2011,January,392
South,East South Central,Mississippi,28,2011,January,307
South,East South Central,Tennessee,47,2011,January,697
South,West South Central,Arkansas,5,2011,January,470
South,West South Central,Louisiana,22,2011,January,821
South,West South Central,Oklahoma,40,2011,January,526
South,West South Central,Texas,48,2011,January,5310
West,Mountain,Arizona,4,2011,January,697
West,Mountain,Colorado,8,2011,January,643
West,Mountain,Idaho,16,2011,January,173
West,Mountain,Montana,30,2011,January,57
West,Mountain,Nevada,32,2011,January,643
West,Mountain,New Mexico,35,2011,January,235
West,Mountain,Utah,49,2011,January,421
West,Mountain,Wyoming,56,2011,January,84
West,Pacific,Alaska,2,2011,January,54
West,Pacific,California,6,2011,January,2486
West,Pacific,Hawaii,15,2011,January,116
West,Pacific,Oregon,41,2011,January,466
West,Pacific,Washington,53,2011,January,1090
North East,New England,Connecticut,9,2011,February,114
North East,New England,Maine,23,2011,February,73
North East,New England,Massachusetts,25,2011,February,289
North East,New England,New Hampshire,33,2011,February,305
North East,New England,Rhode Island,44,2011,February,25
North East,New England,Vermont,50,2011,February,110
North East,mid atlantic,New Jersey,34,2011,February,666
North East,mid atlantic,New York,36,2011,February,1028
North East,mid atlantic,Pennsylvania,42,2011,February,1012
Midwest,East North Central,Illinois,17,2011,February,439
Midwest,East North Central,Indiana,18,2011,February,518
Midwest,East North Central,Michigan,26,2011,February,388
Midwest,East North Central,Ohio,39,2011,February,719
Midwest,East North Central,Wisconsin,55,2011,February,465
Midwest,West North Central,Iowa,19,2011,February,216
Midwest,West North Central,Kansas,20,2011,February,240
Midwest,West North Central,Minnesota,27,2011,February,272
Midwest,West North Central,Missouri,29,2011,February,767
Midwest,West North Central,Nebraska,31,2011,February,180
Midwest,West North Central,North Dakota,38,2011,February,128
Midwest,West North Central,South Dakota,46,2011,February,121
South,South Atlantic,Delaware,10,2011,February,169
South,South Atlantic,District of Columbia,11,2011,February,81
South,South Atlantic,Florida,12,2011,February,2903
South,South Atlantic,Georgia,13,2011,February,1367
South,South Atlantic,Maryland,24,2011,February,674
South,South Atlantic,North Carolina,37,2011,February,3031
South,South Atlantic,South Carolina,45,2011,February,1122
South,South Atlantic,Virginia,51,2011,February,1634
South,South Atlantic,West Virginia,54,2011,February,147
South,East South Central,Alabama,1,2011,February,763
South,East South Central,Kentucky,21,2011,February,487
South,East South Central,Mississippi,28,2011,February,476
South,East South Central,Tennessee,47,2011,February,950
South,West South Central,Arkansas,5,2011,February,340
South,West South Central,Louisiana,22,2011,February,974
South,West South Central,Oklahoma,40,2011,February,515
South,West South Central,Texas,48,2011,February,6406
West,Mountain,Arizona,4,2011,February,1056
West,Mountain,Colorado,8,2011,February,569
West,Mountain,Idaho,16,2011,February,259
West,Mountain,Montana,30,2011,February,78
West,Mountain,Nevada,32,2011,February,312
West,Mountain,New Mexico,35,2011,February,212
West,Mountain,Utah,49,2011,February,480
West,Mountain,Wyoming,56,2011,February,75
West,Pacific,Alaska,2,2011,February,41
West,Pacific,California,6,2011,February,2279
West,Pacific,Hawaii,15,2011,February,197
West,Pacific,Oregon,41,2011,February,481
West,Pacific,Washington,53,2011,February,1079
North East,New England,Connecticut,9,2011,March,267
North East,New England,Maine,23,2011,March,141
North East,New England,Massachusetts,25,2011,March,433
North East,New England,New Hampshire,33,2011,March,184
North East,New England,Rhode Island,44,2011,March,75
North East,New England,Vermont,50,2011,March,57
North East,mid atlantic,New Jersey,34,2011,March,1231
North East,mid atlantic,New York,36,2011,March,1179
North East,mid atlantic,Pennsylvania,42,2011,March,1124
Midwest,East North Central,Illinois,17,2011,March,904
Midwest,East North Central,Indiana,18,2011,March,1123
Midwest,East North Central,Michigan,26,2011,March,630
Midwest,East North Central,Ohio,39,2011,March,1290
Midwest,East North Central,Wisconsin,55,2011,March,830
Midwest,West North Central,Iowa,19,2011,March,723
Midwest,West North Central,Kansas,20,2011,March,457
Midwest,West North Central,Minnesota,27,2011,March,542
Midwest,West North Central,Missouri,29,2011,March,675
Midwest,West North Central,Nebraska,31,2011,March,322
Midwest,West North Central,North Dakota,38,2011,March,251
Midwest,West North Central,South Dakota,46,2011,March,204
South,South Atlantic,Delaware,10,2011,March,262
South,South Atlantic,District of Columbia,11,2011,March,161
South,South Atlantic,Florida,12,2011,March,4229
South,South Atlantic,Georgia,13,2011,March,1654
South,South Atlantic,Maryland,24,2011,March,988
South,South Atlantic,North Carolina,37,2011,March,3406
South,South Atlantic,South Carolina,45,2011,March,1532
South,South Atlantic,Virginia,51,2011,March,2526
South,South Atlantic,West Virginia,54,2011,March,142
South,East South Central,Alabama,1,2011,March,1004
South,East South Central,Kentucky,21,2011,March,571
South,East South Central,Mississippi,28,2011,March,417
South,East South Central,Tennessee,47,2011,March,1475
South,West South Central,Arkansas,5,2011,March,889
South,West South Central,Louisiana,22,2011,March,1076
South,West South Central,Oklahoma,40,2011,March,693
South,West South Central,Texas,48,2011,March,8381
West,Mountain,Arizona,4,2011,March,1241
West,Mountain,Colorado,8,2011,March,1264
West,Mountain,Idaho,16,2011,March,292
West,Mountain,Montana,30,2011,March,155
West,Mountain,Nevada,32,2011,March,541
West,Mountain,New Mexico,35,2011,March,315
West,Mountain,Utah,49,2011,March,656
West,Mountain,Wyoming,56,2011,March,153
West,Pacific,Alaska,2,2011,March,41
West,Pacific,California,6,2011,March,4428
West,Pacific,Hawaii,15,2011,March,140
West,Pacific,Oregon,41,2011,March,933
West,Pacific,Washington,53,2011,March,1443
North East,New England,Connecticut,9,2011,April,234
North East,New England,Maine,23,2011,April,214
North East,New England,Massachusetts,25,2011,April,455
North East,New England,New Hampshire,33,2011,April,139
North East,New England,Rhode Island,44,2011,April,64
North East,New England,Vermont,50,2011,April,143
North East,mid atlantic,New Jersey,34,2011,April,959
North East,mid atlantic,New York,36,2011,April,1495
North East,mid atlantic,Pennsylvania,42,2011,April,1225
Midwest,East North Central,Illinois,17,2011,April,836
Midwest,East North Central,Indiana,18,2011,April,971
Midwest,East North Central,Michigan,26,2011,April,758
Midwest,East North Central,Ohio,39,2011,April,1107
Midwest,East North Central,Wisconsin,55,2011,April,1203
Midwest,West North Central,Iowa,19,2011,April,1101
Midwest,West North Central,Kansas,20,2011,April,359
Midwest,West North Central,Minnesota,27,2011,April,747
Midwest,West North Central,Missouri,29,2011,April,849
Midwest,West North Central,Nebraska,31,2011,April,453
Midwest,West North Central,North Dakota,38,2011,April,316
Midwest,West North Central,South Dakota,46,2011,April,267
South,South Atlantic,Delaware,10,2011,April,244
South,South Atlantic,District of Columbia,11,2011,April,30
South,South Atlantic,Florida,12,2011,April,3214
South,South Atlantic,Georgia,13,2011,April,1361
South,South Atlantic,Maryland,24,2011,April,769
South,South Atlantic,North Carolina,37,2011,April,2681
South,South Atlantic,South Carolina,45,2011,April,1490
South,South Atlantic,Virginia,51,2011,April,1516
South,South Atlantic,West Virginia,54,2011,April,131
South,East South Central,Alabama,1,2011,April,686
South,East South Central,Kentucky,21,2011,April,593
South,East South Central,Mississippi,28,2011,April,307
South,East South Central,Tennessee,47,2011,April,1078
South,West South Central,Arkansas,5,2011,April,329
South,West South Central,Louisiana,22,2011,April,1154
South,West South Central,Oklahoma,40,2011,April,995
South,West South Central,Texas,48,2011,April,8184
West,Mountain,Arizona,4,2011,April,1007
West,Mountain,Colorado,8,2011,April,1078
West,Mountain,Idaho,16,2011,April,323
West,Mountain,Montana,30,2011,April,114
West,Mountain,Nevada,32,2011,April,436
West,Mountain,New Mexico,35,2011,April,369
West,Mountain,Utah,49,2011,April,599
West,Mountain,Wyoming,56,2011,April,152
West,Pacific,Alaska,2,2011,April,153
West,Pacific,California,6,2011,April,3691
West,Pacific,Hawaii,15,2011,April,331
West,Pacific,Oregon,41,2011,April,707
West,Pacific,Washington,53,2011,April,2255
North East,New England,Connecticut,9,2011,May,228
North East,New England,Maine,23,2011,May,233
North East,New England,Massachusetts,25,2011,May,865
North East,New England,New Hampshire,33,2011,May,247
North East,New England,Rhode Island,44,2011,May,69
North East,New England,Vermont,50,2011,May,135
North East,mid atlantic,New Jersey,34,2011,May,1168
North East,mid atlantic,New York,36,2011,May,2576
North East,mid atlantic,Pennsylvania,42,2011,May,1714
Midwest,East North Central,Illinois,17,2011,May,1233
Midwest,East North Central,Indiana,18,2011,May,1033
Midwest,East North Central,Michigan,26,2011,May,775
Midwest,East North Central,Ohio,39,2011,May,1245
Midwest,East North Central,Wisconsin,55,2011,May,1295
Midwest,West North Central,Iowa,19,2011,May,691
Midwest,West North Central,Kansas,20,2011,May,416
Midwest,West North Central,Minnesota,27,2011,May,703
Midwest,West North Central,Missouri,29,2011,May,717
Midwest,West North Central,Nebraska,31,2011,May,538
Midwest,West North Central,North Dakota,38,2011,May,616
Midwest,West North Central,South Dakota,46,2011,May,383
South,South Atlantic,Delaware,10,2011,May,299
South,South Atlantic,District of Columbia,11,2011,May,70
South,South Atlantic,Florida,12,2011,May,3334
South,South Atlantic,Georgia,13,2011,May,1791
South,South Atlantic,Maryland,24,2011,May,1281
South,South Atlantic,North Carolina,37,2011,May,2955
South,South Atlantic,South Carolina,45,2011,May,1316
South,South Atlantic,Virginia,51,2011,May,1951
South,South Atlantic,West Virginia,54,2011,May,142
South,East South Central,Alabama,1,2011,May,751
South,East South Central,Kentucky,21,2011,May,489
South,East South Central,Mississippi,28,2011,May,401
South,East South Central,Tennessee,47,2011,May,1049
South,West South Central,Arkansas,5,2011,May,1010
South,West South Central,Louisiana,22,2011,May,1393
South,West South Central,Oklahoma,40,2011,May,972
South,West South Central,Texas,48,2011,May,7414
West,Mountain,Arizona,4,2011,May,943
West,Mountain,Colorado,8,2011,May,1070
West,Mountain,Idaho,16,2011,May,400
West,Mountain,Montana,30,2011,May,162
West,Mountain,Nevada,32,2011,May,598
West,Mountain,New Mexico,35,2011,May,382
West,Mountain,Utah,49,2011,May,917
West,Mountain,Wyoming,56,2011,May,150
West,Pacific,Alaska,2,2011,May,83
West,Pacific,California,6,2011,May,4732
West,Pacific,Hawaii,15,2011,May,196
West,Pacific,Oregon,41,2011,May,523
West,Pacific,Washington,53,2011,May,2618
North East,New England,Connecticut,9,2011,June,418
North East,New England,Maine,23,2011,June,219
North East,New England,Massachusetts,25,2011,June,930
North East,New England,New Hampshire,33,2011,June,165
North East,New England,Rhode Island,44,2011,June,63
North East,New England,Vermont,50,2011,June,85
North East,mid atlantic,New Jersey,34,2011,June,1557
North East,mid atlantic,New York,36,2011,June,3281
North East,mid atlantic,Pennsylvania,42,2011,June,1471
Midwest,East North Central,Illinois,17,2011,June,1128
Midwest,East North Central,Indiana,18,2011,June,1133
Midwest,East North Central,Michigan,26,2011,June,865
Midwest,East North Central,Ohio,39,2011,June,1331
Midwest,East North Central,Wisconsin,55,2011,June,1072
Midwest,West North Central,Iowa,19,2011,June,768
Midwest,West North Central,Kansas,20,2011,June,373
Midwest,West North Central,Minnesota,27,2011,June,941
Midwest,West North Central,Missouri,29,2011,June,1021
Midwest,West North Central,Nebraska,31,2011,June,529
Midwest,West North Central,North Dakota,38,2011,June,481
Midwest,West North Central,South Dakota,46,2011,June,285
South,South Atlantic,Delaware,10,2011,June,277
South,South Atlantic,District of Columbia,11,2011,June,617
South,South Atlantic,Florida,12,2011,June,3872
South,South Atlantic,Georgia,13,2011,June,1866
