Fips,Year,Population,Interest Rate,Month,Unemployment Rate,HPA,HPI
37,2019,10501384.0,2.25,10,3.6,6325,404.74
38,2019,763724.0,2.25,10,3.6,203,377.21
39,2019,11696507.0,2.25,10,3.6,1870,310.15
40,2019,3960676.0,2.25,10,3.6,1072,254.85
41,2019,4216116.0,2.25,10,3.6,2405,588.77
42,2019,12798883.0,2.25,10,3.6,1903,448.7
44,2019,1058158.0,2.25,10,3.6,102,591.38
45,2019,5157702.0,2.25,10,3.6,3044,412.2
46,2019,887127.0,2.25,10,3.6,688,401.18
47,2019,6830325.0,2.25,10,3.6,4778,405.65
48,2019,28986794.0,2.25,10,3.6,19861,346.5
49,2019,3203383.0,2.25,10,3.6,2869,515.2
50,2019,624046.0,2.25,10,3.6,145,501.78
51,2019,8556642.0,2.25,10,3.6,1933,483.29
53,2019,7614024.0,2.25,10,3.6,3768,665.6
54,2019,1795263.0,2.25,10,3.6,242,237.55
55,2019,5824581.0,2.25,10,3.6,1763,373.16
56,2019,580116.0,2.25,10,3.6,162,334.2
